workload,variant,commit,batch,run,write_ns,read_ns,sync_ns,dirty_sync_ns,clean_sync_ns,unmount_ns
sequential,implementation,67249506b,7,4,6319568,6583408,17840,,,
sequential,implementation,67249506b,7,5,6898822,6289347,18388,,,
sequential,implementation,67249506b,7,6,6323063,6633921,18545,,,
sequential,implementation,67249506b,7,7,6632486,6951967,18293,,,
sequential,implementation,67249506b,7,8,7023302,6891972,19383,,,
sequential,implementation,67249506b,7,9,6395629,6463386,19216,,,
sequential,implementation,67249506b,7,10,6375704,6269829,18070,,,
sequential,implementation,67249506b,7,11,6385092,6773419,18654,,,
sequential,implementation,67249506b,7,12,6326817,6496318,18554,,,
sequential,implementation,67249506b,7,13,6684319,6359409,19520,,,
sequential,implementation,67249506b,7,14,6320748,6548381,18123,,,
sequential,implementation,67249506b,7,15,6419774,7240680,19296,,,
sequential,implementation,67249506b,7,16,6711867,6946600,26411,,,
sequential,implementation,67249506b,7,17,6735354,6500796,19120,,,
sequential,implementation,67249506b,7,18,6529279,6810193,19553,,,
sequential,implementation,67249506b,7,19,6411346,6485173,19410,,,
sequential,implementation,67249506b,8,0,6386740,6345202,18048,,,
sequential,implementation,67249506b,8,1,6327191,6336336,18012,,,
sequential,implementation,67249506b,8,2,6441247,6369945,17488,,,
sequential,implementation,67249506b,8,3,6328614,6429928,24170,,,
sequential,implementation,67249506b,8,4,6323461,6661843,18670,,,
sequential,implementation,67249506b,8,5,6521368,6936305,19026,,,
sequential,implementation,67249506b,8,6,6516896,6631071,18356,,,
sequential,implementation,67249506b,8,7,6376768,6263224,17668,,,
sequential,implementation,67249506b,8,8,6368447,6211915,18158,,,
sequential,implementation,67249506b,8,9,6385779,6508364,33070,,,
sequential,implementation,67249506b,8,10,6695976,6947559,19700,,,
sequential,implementation,67249506b,8,11,6331122,6410114,19537,,,
sequential,implementation,67249506b,8,12,6689333,7503222,38091,,,
sequential,implementation,67249506b,8,13,7318315,7928275,21859,,,
sequential,implementation,67249506b,8,14,7262795,7663143,18681,,,
sequential,implementation,67249506b,8,15,7003958,7228648,18935,,,
sequential,implementation,67249506b,8,16,6516703,6366757,18336,,,
sequential,implementation,67249506b,8,17,6342312,6681490,18906,,,
sequential,implementation,67249506b,8,18,6308012,6779866,19833,,,
sequential,implementation,67249506b,8,19,6398141,6795641,19647,,,
sequential,implementation,67249506b,9,0,6450100,6424631,17912,,,
sequential,implementation,67249506b,9,1,6419060,6324677,17692,,,
sequential,implementation,67249506b,9,2,6330034,6297071,17840,,,
sequential,implementation,67249506b,9,3,6310497,6281179,16702,,,
sequential,implementation,67249506b,9,4,6318650,6667206,17260,,,
sequential,implementation,67249506b,9,5,6406986,6789759,17392,,,
sequential,implementation,67249506b,9,6,6543897,6726680,17363,,,
sequential,implementation,67249506b,9,7,6457957,6238301,17969,,,
sequential,implementation,67249506b,9,8,6362776,6251473,19009,,,
sequential,implementation,67249506b,9,9,6488594,6472456,24474,,,
sequential,implementation,67249506b,9,10,8258545,7989184,24621,,,
sequential,implementation,67249506b,9,11,8305822,7695021,23961,,,
sequential,implementation,67249506b,9,12,8269747,8366153,29644,,,
sequential,implementation,67249506b,9,13,8250438,7757186,25696,,,
sequential,implementation,67249506b,9,14,9040693,9224706,43068,,,
sequential,implementation,67249506b,9,15,8884543,9859901,26456,,,
sequential,implementation,67249506b,9,16,9085771,9605559,26375,,,
sequential,implementation,67249506b,9,17,8593121,7771451,26058,,,
sequential,implementation,67249506b,9,18,8280849,8315628,24994,,,
sequential,implementation,67249506b,9,19,8264726,7674215,24942,,,
sync-cycle,baseline,e5f6e295a,0,0,,,,8585,274,5886
sync-cycle,baseline,e5f6e295a,0,1,,,,8826,267,5654
sync-cycle,baseline,e5f6e295a,0,2,,,,9162,255,6104
sync-cycle,baseline,e5f6e295a,0,3,,,,8463,237,5418
