policy,step,elapsed_ms,setpoint_milli_c,measured_milli_c,actuator_permille,error_milli_c
neural,677,67800,65000,55576,841,9424
neural,678,67900,65000,55668,838,9332
neural,679,68000,65000,55759,836,9241
neural,680,68100,65000,55850,834,9150
neural,681,68200,65000,55939,831,9061
neural,682,68300,65000,56027,829,8973
neural,683,68400,65000,56115,827,8885
neural,684,68500,65000,56201,824,8799
neural,685,68600,65000,56286,822,8714
neural,686,68700,65000,56371,820,8629
neural,687,68800,65000,56454,817,8546
neural,688,68900,65000,56537,815,8463
neural,689,69000,65000,56618,813,8382
neural,690,69100,65000,56699,811,8301
neural,691,69200,65000,56778,809,8222
neural,692,69300,65000,56857,807,8143
neural,693,69400,65000,56935,804,8065
neural,694,69500,65000,57012,802,7988
neural,695,69600,65000,57088,800,7912
neural,696,69700,65000,57163,798,7837
neural,697,69800,65000,57237,796,7763
neural,698,69900,65000,57310,794,7690
neural,699,70000,65000,57383,792,7617
neural,700,70100,65000,57455,790,7545
neural,701,70200,65000,57525,788,7475
neural,702,70300,65000,57596,787,7404
neural,703,70400,65000,57665,785,7335
neural,704,70500,65000,57734,783,7266
neural,705,70600,65000,57801,781,7199
neural,706,70700,65000,57868,779,7132
neural,707,70800,65000,57935,778,7065
neural,708,70900,65000,58000,776,7000
neural,709,71000,65000,58065,774,6935
neural,710,71100,65000,58129,772,6871
neural,711,71200,65000,58192,771,6808
neural,712,71300,65000,58255,769,6745
neural,713,71400,65000,58316,767,6684
neural,714,71500,65000,58378,766,6622
neural,715,71600,65000,58438,764,6562
neural,716,71700,65000,58498,762,6502
neural,717,71800,65000,58557,761,6443
neural,718,71900,65000,58615,759,6385
neural,719,72000,65000,58673,758,6327
neural,720,72100,65000,58730,756,6270
neural,721,72200,65000,58786,755,6214
neural,722,72300,65000,58842,753,6158
neural,723,72400,65000,58897,752,6103
neural,724,72500,65000,58952,750,6048
neural,725,72600,65000,59006,749,5994
neural,726,72700,65000,59059,747,5941
neural,727,72800,65000,59111,746,5889
neural,728,72900,65000,59164,745,5836
neural,729,73000,65000,59215,743,5785
neural,730,73100,65000,59266,742,5734
neural,731,73200,65000,59316,740,5684
neural,732,73300,65000,59366,739,5634
neural,733,73400,65000,59415,738,5585
neural,734,73500,65000,59463,736,5537
neural,735,73600,65000,59511,735,5489
neural,736,73700,65000,59559,734,5441
neural,737,73800,65000,59605,732,5395
neural,738,73900,65000,59652,731,5348
neural,739,74000,65000,59697,730,5303
neural,740,74100,65000,59743,729,5257
neural,741,74200,65000,59788,728,5212
neural,742,74300,65000,59832,726,5168
neural,743,74400,65000,59875,725,5125
neural,744,74500,65000,59919,724,5081
neural,745,74600,65000,59961,723,5039
neural,746,74700,65000,60004,722,4996
neural,747,74800,65000,60046,721,4954
neural,748,74900,65000,60087,720,4913
neural,749,75000,65000,60128,719,4872
neural,750,75100,65000,60168,717,4832
neural,751,75200,65000,60208,716,4792
neural,752,75300,65000,60247,715,4753
neural,753,75400,65000,60286,714,4714
neural,754,75500,65000,60325,713,4675
neural,755,75600,65000,60363,712,4637
neural,756,75700,65000,60400,711,4600
neural,757,75800,65000,60438,710,4562
neural,758,75900,65000,60474,709,4526
neural,759,76000,65000,60511,708,4489
neural,760,76100,65000,60547,707,4453
neural,761,76200,65000,60582,706,4418
neural,762,76300,65000,60617,705,4383
neural,763,76400,65000,60652,704,4348
neural,764,76500,65000,60686,703,4314
neural,765,76600,65000,60720,703,4280
neural,766,76700,65000,60754,702,4246
neural,767,76800,65000,60787,701,4213
neural,768,76900,65000,60820,700,4180
neural,769,77000,65000,60852,699,4148
neural,770,77100,65000,60885,698,4115
neural,771,77200,65000,60916,697,4084
neural,772,77300,65000,60948,697,4052
neural,773,77400,65000,60979,696,4021
neural,774,77500,65000,61009,695,3991
neural,775,77600,65000,61040,694,3960
neural,776,77700,65000,61070,693,3930
neural,777,77800,65000,61099,692,3901
neural,778,77900,65000,61128,692,3872
neural,779,78000,65000,61157,691,3843
neural,780,78100,65000,61186,690,3814
neural,781,78200,65000,61214,689,3786
neural,782,78300,65000,61242,689,3758
neural,783,78400,65000,61270,688,3730
neural,784,78500,65000,61297,687,3703
neural,785,78600,65000,61324,686,3676
neural,786,78700,65000,61351,686,3649
neural,787,78800,65000,61377,685,3623
neural,788,78900,65000,61403,684,3597
neural,789,79000,65000,61429,683,3571
neural,790,79100,65000,61454,683,3546
neural,791,79200,65000,61480,682,3520
neural,792,79300,65000,61504,681,3496
neural,793,79400,65000,61529,681,3471
neural,794,79500,65000,61553,680,3447
neural,795,79600,65000,61577,680,3423
neural,796,79700,65000,61601,679,3399
neural,797,79800,65000,61625,678,3375
neural,798,79900,65000,61648,677,3352
neural,799,80000,65000,61671,677,3329
neural,800,80100,65000,61693,676,3307
neural,801,80200,65000,61716,676,3284
neural,802,80300,65000,61738,675,3262
neural,803,80400,65000,61760,675,3240
neural,804,80500,65000,61782,674,3218
neural,805,80600,65000,61803,673,3197
neural,806,80700,65000,61824,673,3176
neural,807,80800,65000,61845,672,3155
neural,808,80900,65000,61866,672,3134
neural,809,81000,65000,61886,671,3114
neural,810,81100,65000,61907,671,3093
neural,811,81200,65000,61927,670,3073
neural,812,81300,65000,61946,670,3054
neural,813,81400,65000,61966,669,3034
neural,814,81500,65000,61985,668,3015
neural,815,81600,65000,62004,668,2996
neural,816,81700,65000,62023,668,2977
neural,817,81800,65000,62042,667,2958
neural,818,81900,65000,62060,666,2940
neural,819,82000,65000,62079,666,2921
neural,820,82100,65000,62096,665,2904
neural,821,82200,65000,62114,665,2886
neural,822,82300,65000,62132,665,2868
neural,823,82400,65000,62149,664,2851
neural,824,82500,65000,62167,664,2833
neural,825,82600,65000,62184,663,2816
neural,826,82700,65000,62201,663,2799
neural,827,82800,65000,62217,662,2783
neural,828,82900,65000,62234,662,2766
neural,829,83000,65000,62250,661,2750
neural,830,83100,65000,62266,661,2734
neural,831,83200,65000,62282,661,2718
neural,832,83300,65000,62298,660,2702
neural,833,83400,65000,62313,660,2687
neural,834,83500,65000,62328,659,2672
neural,835,83600,65000,62344,659,2656
neural,836,83700,65000,62358,658,2642
neural,837,83800,65000,62373,658,2627
neural,838,83900,65000,62388,658,2612
neural,839,84000,65000,62402,657,2598
neural,840,84100,65000,62417,657,2583
neural,841,84200,65000,62431,656,2569
neural,842,84300,65000,62445,656,2555
neural,843,84400,65000,62459,656,2541
neural,844,84500,65000,62472,655,2528
neural,845,84600,65000,62486,655,2514
neural,846,84700,65000,62499,655,2501
neural,847,84800,65000,62512,654,2488
neural,848,84900,65000,62525,654,2475
neural,849,85000,65000,62538,654,2462
neural,850,85100,65000,62516,653,2484
neural,851,85200,65000,62496,660,2504
neural,852,85300,65000,62476,661,2524
neural,853,85400,65000,62456,662,2544
neural,854,85500,65000,62437,662,2563
neural,855,85600,65000,62418,663,2582
neural,856,85700,65000,62399,663,2601
neural,857,85800,65000,62380,664,2620
neural,858,85900,65000,62361,664,2639
neural,859,86000,65000,62343,665,2657
neural,860,86100,65000,62325,665,2675
neural,861,86200,65000,62307,666,2693
neural,862,86300,65000,62289,666,2711
neural,863,86400,65000,62272,667,2728
neural,864,86500,65000,62255,667,2745
neural,865,86600,65000,62238,667,2762
neural,866,86700,65000,62221,668,2779
neural,867,86800,65000,62204,668,2796
neural,868,86900,65000,62187,669,2813
neural,869,87000,65000,62171,669,2829
neural,870,87100,65000,62155,670,2845
neural,871,87200,65000,62139,670,2861
neural,872,87300,65000,62123,671,2877
neural,873,87400,65000,62107,671,2893
neural,874,87500,65000,62092,671,2908
neural,875,87600,65000,62077,672,2923
neural,876,87700,65000,62062,672,2938
neural,877,87800,65000,62047,673,2953
neural,878,87900,65000,62032,673,2968
neural,879,88000,65000,62017,673,2983
neural,880,88100,65000,62003,674,2997
neural,881,88200,65000,61989,674,3011
neural,882,88300,65000,61974,674,3026
neural,883,88400,65000,61961,675,3039
neural,884,88500,65000,61947,675,3053
neural,885,88600,65000,61933,676,3067
neural,886,88700,65000,61920,676,3080
neural,887,88800,65000,61906,676,3094
neural,888,88900,65000,61893,677,3107
neural,889,89000,65000,61880,677,3120
neural,890,89100,65000,61867,677,3133
neural,891,89200,65000,61855,678,3145
neural,892,89300,65000,61842,678,3158
neural,893,89400,65000,61830,678,3170
neural,894,89500,65000,61817,679,3183
neural,895,89600,65000,61805,679,3195
neural,896,89700,65000,61793,679,3207
neural,897,89800,65000,61781,680,3219
neural,898,89900,65000,61770,680,3230
neural,899,90000,65000,61758,680,3242
neural,900,90100,65000,61747,681,3253
neural,901,90200,65000,61735,681,3265
neural,902,90300,65000,61724,681,3276
neural,903,90400,65000,61713,682,3287
neural,904,90500,65000,61702,682,3298
neural,905,90600,65000,61691,682,3309
neural,906,90700,65000,61681,682,3319
neural,907,90800,65000,61670,683,3330
neural,908,90900,65000,61660,683,3340
neural,909,91000,65000,61649,683,3351
neural,910,91100,65000,61639,684,3361
neural,911,91200,65000,61629,684,3371
neural,912,91300,65000,61619,684,3381
neural,913,91400,65000,61609,684,3391
neural,914,91500,65000,61599,685,3401
neural,915,91600,65000,61590,685,3410
neural,916,91700,65000,61580,685,3420
neural,917,91800,65000,61571,685,3429
neural,918,91900,65000,61562,686,3438
neural,919,92000,65000,61552,686,3448
neural,920,92100,65000,61543,686,3457
neural,921,92200,65000,61534,686,3466
neural,922,92300,65000,61525,687,3475
neural,923,92400,65000,61517,687,3483
neural,924,92500,65000,61508,687,3492
neural,925,92600,65000,61499,687,3501
neural,926,92700,65000,61491,688,3509
neural,927,92800,65000,61483,688,3517
neural,928,92900,65000,61474,688,3526
neural,929,93000,65000,61466,688,3534
neural,930,93100,65000,61458,688,3542
neural,931,93200,65000,61450,689,3550
neural,932,93300,65000,61442,689,3558
neural,933,93400,65000,61434,689,3566
neural,934,93500,65000,61426,689,3574
neural,935,93600,65000,61419,690,3581
neural,936,93700,65000,61411,690,3589
neural,937,93800,65000,61404,690,3596
neural,938,93900,65000,61397,690,3603
neural,939,94000,65000,61389,690,3611
neural,940,94100,65000,61382,691,3618
neural,941,94200,65000,61375,691,3625
neural,942,94300,65000,61368,691,3632
neural,943,94400,65000,61361,691,3639
neural,944,94500,65000,61354,691,3646
neural,945,94600,65000,61347,691,3653
neural,946,94700,65000,61341,692,3659
neural,947,94800,65000,61334,692,3666
neural,948,94900,65000,61327,692,3673
neural,949,95000,65000,61321,692,3679
neural,950,95100,65000,61349,692,3651
neural,951,95200,65000,61376,685,3624
neural,952,95300,65000,61402,684,3598
neural,953,95400,65000,61428,684,3572
neural,954,95500,65000,61453,683,3547
neural,955,95600,65000,61478,682,3522
neural,956,95700,65000,61503,682,3497
neural,957,95800,65000,61528,681,3472
neural,958,95900,65000,61552,680,3448
neural,959,96000,65000,61576,680,3424
neural,960,96100,65000,61600,679,3400
neural,961,96200,65000,61624,678,3376
neural,962,96300,65000,61647,678,3353
neural,963,96400,65000,61670,677,3330
neural,964,96500,65000,61693,676,3307
neural,965,96600,65000,61715,676,3285
neural,966,96700,65000,61737,675,3263
neural,967,96800,65000,61759,675,3241
neural,968,96900,65000,61781,674,3219
neural,969,97000,65000,61802,673,3198
neural,970,97100,65000,61824,673,3176
neural,971,97200,65000,61844,672,3156
neural,972,97300,65000,61865,672,3135
neural,973,97400,65000,61886,671,3114
neural,974,97500,65000,61906,671,3094
neural,975,97600,65000,61926,670,3074
neural,976,97700,65000,61946,670,3054
neural,977,97800,65000,61965,669,3035
neural,978,97900,65000,61985,669,3015
neural,979,98000,65000,62004,668,2996
neural,980,98100,65000,62023,668,2977
neural,981,98200,65000,62042,667,2958
neural,982,98300,65000,62060,666,2940
neural,983,98400,65000,62078,666,2922
neural,984,98500,65000,62096,666,2904
neural,985,98600,65000,62114,665,2886
neural,986,98700,65000,62132,665,2868
neural,987,98800,65000,62149,664,2851
neural,988,98900,65000,62167,664,2833
neural,989,99000,65000,62184,663,2816
neural,990,99100,65000,62200,663,2800
neural,991,99200,65000,62217,662,2783
neural,992,99300,65000,62234,662,2766
neural,993,99400,65000,62250,661,2750
neural,994,99500,65000,62266,661,2734
neural,995,99600,65000,62282,661,2718
neural,996,99700,65000,62297,660,2703
neural,997,99800,65000,62313,660,2687
neural,998,99900,65000,62328,659,2672
neural,999,100000,65000,62344,659,2656
neural,1000,100100,65000,62358,658,2642
neural,1001,100200,65000,62373,658,2627
neural,1002,100300,65000,62388,658,2612
neural,1003,100400,65000,62402,657,2598
neural,1004,100500,65000,62417,657,2583
neural,1005,100600,65000,62431,656,2569
neural,1006,100700,65000,62445,656,2555
neural,1007,100800,65000,62459,656,2541
neural,1008,100900,65000,62472,655,2528
neural,1009,101000,65000,62486,655,2514
neural,1010,101100,65000,62499,655,2501
neural,1011,101200,65000,62512,654,2488
neural,1012,101300,65000,62525,654,2475
neural,1013,101400,65000,62538,654,2462
neural,1014,101500,65000,62551,653,2449
neural,1015,101600,65000,62564,653,2436
neural,1016,101700,65000,62576,653,2424
neural,1017,101800,65000,62589,652,2411
neural,1018,101900,65000,62601,652,2399
neural,1019,102000,65000,62613,652,2387
neural,1020,102100,65000,62625,651,2375
neural,1021,102200,65000,62636,651,2364
neural,1022,102300,65000,62648,651,2352
neural,1023,102400,65000,62660,650,2340
neural,1024,102500,65000,62671,650,2329
neural,1025,102600,65000,62682,650,2318
neural,1026,102700,65000,62694,650,2306
neural,1027,102800,65000,62705,649,2295
neural,1028,102900,65000,62715,649,2285
neural,1029,103000,65000,62726,649,2274
neural,1030,103100,65000,62737,648,2263
neural,1031,103200,65000,62747,648,2253
neural,1032,103300,65000,62758,648,2242
neural,1033,103400,65000,62768,647,2232
neural,1034,103500,65000,62778,647,2222
neural,1035,103600,65000,62788,647,2212
neural,1036,103700,65000,62798,647,2202
neural,1037,103800,65000,62808,646,2192
neural,1038,103900,65000,62817,646,2183
neural,1039,104000,65000,62827,646,2173
neural,1040,104100,65000,62837,646,2163
neural,1041,104200,65000,62846,645,2154
neural,1042,104300,65000,62855,645,2145
neural,1043,104400,65000,62864,645,2136
neural,1044,104500,65000,62873,645,2127
neural,1045,104600,65000,62882,644,2118
neural,1046,104700,65000,62891,644,2109
neural,1047,104800,65000,62900,644,2100
neural,1048,104900,65000,62908,644,2092
neural,1049,105000,65000,62917,644,2083
neural,1050,105100,65000,62925,643,2075
neural,1051,105200,65000,62934,643,2066
neural,1052,105300,65000,62942,643,2058
neural,1053,105400,65000,62950,643,2050
neural,1054,105500,65000,62958,642,2042
neural,1055,105600,65000,62966,642,2034
neural,1056,105700,65000,62974,642,2026
neural,1057,105800,65000,62982,642,2018
neural,1058,105900,65000,62990,641,2010
neural,1059,106000,65000,62997,641,2003
neural,1060,106100,65000,63005,641,1995
neural,1061,106200,65000,63012,641,1988
neural,1062,106300,65000,63020,641,1980
neural,1063,106400,65000,63027,640,1973
neural,1064,106500,65000,63034,640,1966
neural,1065,106600,65000,63041,640,1959
neural,1066,106700,65000,63048,640,1952
neural,1067,106800,65000,63055,640,1945
neural,1068,106900,65000,63062,640,1938
neural,1069,107000,65000,63068,639,1932
neural,1070,107100,65000,63075,639,1925
neural,1071,107200,65000,63082,639,1918
neural,1072,107300,65000,63088,639,1912
neural,1073,107400,65000,63095,639,1905
neural,1074,107500,65000,63101,638,1899
neural,1075,107600,65000,63107,638,1893
neural,1076,107700,65000,63114,638,1886
neural,1077,107800,65000,63120,638,1880
neural,1078,107900,65000,63126,638,1874
neural,1079,108000,65000,63132,638,1868
neural,1080,108100,65000,63138,638,1862
neural,1081,108200,65000,63144,637,1856
neural,1082,108300,65000,63150,637,1850
neural,1083,108400,65000,63156,637,1844
neural,1084,108500,65000,63161,637,1839
neural,1085,108600,65000,63167,637,1833
neural,1086,108700,65000,63173,637,1827
neural,1087,108800,65000,63178,636,1822
neural,1088,108900,65000,63183,636,1817
neural,1089,109000,65000,63189,636,1811
neural,1090,109100,65000,63194,636,1806
neural,1091,109200,65000,63199,636,1801
neural,1092,109300,65000,63205,636,1795
neural,1093,109400,65000,63210,635,1790
neural,1094,109500,65000,63215,635,1785
neural,1095,109600,65000,63220,635,1780
neural,1096,109700,65000,63225,635,1775
neural,1097,109800,65000,63229,635,1771
neural,1098,109900,65000,63234,635,1766
neural,1099,110000,65000,63239,635,1761
neural,1100,110100,65000,63244,635,1756
neural,1101,110200,65000,63249,635,1751
neural,1102,110300,65000,63253,634,1747
neural,1103,110400,65000,63258,634,1742
neural,1104,110500,65000,63262,634,1738
neural,1105,110600,65000,63267,634,1733
neural,1106,110700,65000,63271,634,1729
neural,1107,110800,65000,63276,634,1724
neural,1108,110900,65000,63280,634,1720
neural,1109,111000,65000,63285,634,1715
neural,1110,111100,65000,63289,633,1711
neural,1111,111200,65000,63293,633,1707
neural,1112,111300,65000,63297,633,1703
neural,1113,111400,65000,63301,633,1699
neural,1114,111500,65000,63305,633,1695
neural,1115,111600,65000,63309,633,1691
neural,1116,111700,65000,63313,633,1687
neural,1117,111800,65000,63317,633,1683
neural,1118,111900,65000,63321,633,1679
neural,1119,112000,65000,63325,632,1675
neural,1120,112100,65000,63328,632,1672
neural,1121,112200,65000,63332,632,1668
neural,1122,112300,65000,63335,632,1665
neural,1123,112400,65000,63339,632,1661
neural,1124,112500,65000,63343,632,1657
neural,1125,112600,65000,63346,632,1654
neural,1126,112700,65000,63350,632,1650
neural,1127,112800,65000,63353,632,1647
neural,1128,112900,65000,63357,632,1643
neural,1129,113000,65000,63360,631,1640
neural,1130,113100,65000,63363,631,1637
neural,1131,113200,65000,63367,631,1633
neural,1132,113300,65000,63370,631,1630
neural,1133,113400,65000,63373,631,1627
neural,1134,113500,65000,63376,631,1624
neural,1135,113600,65000,63379,631,1621
neural,1136,113700,65000,63383,631,1617
neural,1137,113800,65000,63386,631,1614
neural,1138,113900,65000,63389,631,1611
neural,1139,114000,65000,63392,631,1608
neural,1140,114100,65000,63395,631,1605
neural,1141,114200,65000,63398,631,1602
neural,1142,114300,65000,63401,630,1599
neural,1143,114400,65000,63404,630,1596
neural,1144,114500,65000,63407,630,1593
neural,1145,114600,65000,63409,630,1591
neural,1146,114700,65000,63412,630,1588
neural,1147,114800,65000,63415,630,1585
neural,1148,114900,65000,63418,630,1582
neural,1149,115000,65000,63420,630,1580
neural,1150,115100,65000,63423,630,1577
neural,1151,115200,65000,63426,630,1574
neural,1152,115300,65000,63429,630,1571
neural,1153,115400,65000,63431,630,1569
neural,1154,115500,65000,63434,630,1566
neural,1155,115600,65000,63436,629,1564
neural,1156,115700,65000,63439,629,1561
neural,1157,115800,65000,63441,629,1559
neural,1158,115900,65000,63443,629,1557
neural,1159,116000,65000,63446,629,1554
neural,1160,116100,65000,63448,629,1552
neural,1161,116200,65000,63450,629,1550
neural,1162,116300,65000,63453,629,1547
neural,1163,116400,65000,63455,629,1545
neural,1164,116500,65000,63457,629,1543
neural,1165,116600,65000,63460,629,1540
neural,1166,116700,65000,63462,629,1538
neural,1167,116800,65000,63464,629,1536
neural,1168,116900,65000,63466,629,1534
neural,1169,117000,65000,63469,629,1531
neural,1170,117100,65000,63471,628,1529
neural,1171,117200,65000,63473,628,1527
neural,1172,117300,65000,63475,628,1525
neural,1173,117400,65000,63476,628,1524
neural,1174,117500,65000,63478,628,1522
neural,1175,117600,65000,63480,628,1520
neural,1176,117700,65000,63482,628,1518
neural,1177,117800,65000,63484,628,1516
neural,1178,117900,65000,63486,628,1514
neural,1179,118000,65000,63488,628,1512
neural,1180,118100,65000,63490,628,1510
neural,1181,118200,65000,63492,628,1508
neural,1182,118300,65000,63494,628,1506
neural,1183,118400,65000,63495,628,1505
neural,1184,118500,65000,63497,628,1503
neural,1185,118600,65000,63499,628,1501
neural,1186,118700,65000,63501,628,1499
neural,1187,118800,65000,63503,628,1497
neural,1188,118900,65000,63505,628,1495
neural,1189,119000,65000,63507,628,1493
neural,1190,119100,65000,63508,628,1492
neural,1191,119200,65000,63510,628,1490
neural,1192,119300,65000,63512,627,1488
neural,1193,119400,65000,63513,627,1487
neural,1194,119500,65000,63515,627,1485
neural,1195,119600,65000,63516,627,1484
neural,1196,119700,65000,63518,627,1482
neural,1197,119800,65000,63519,627,1481
neural,1198,119900,65000,63521,627,1479
neural,1199,120000,65000,63522,627,1478
neural,1200,120100,50000,63428,285,-13428
neural,1201,120200,50000,63329,269,-13329
neural,1202,120300,50000,63231,269,-13231
neural,1203,120400,50000,63134,270,-13134
neural,1204,120500,50000,63037,271,-13037
neural,1205,120600,50000,62941,272,-12941
neural,1206,120700,50000,62846,273,-12846
neural,1207,120800,50000,62751,273,-12751
neural,1208,120900,50000,62657,274,-12657
neural,1209,121000,50000,62563,275,-12563
neural,1210,121100,50000,62470,276,-12470
neural,1211,121200,50000,62378,277,-12378
neural,1212,121300,50000,62286,278,-12286
neural,1213,121400,50000,62195,279,-12195
neural,1214,121500,50000,62105,280,-12105
neural,1215,121600,50000,62015,281,-12015
neural,1216,121700,50000,61926,282,-11926
neural,1217,121800,50000,61837,282,-11837
neural,1218,121900,50000,61749,283,-11749
neural,1219,122000,50000,61662,284,-11662
neural,1220,122100,50000,61575,285,-11575
neural,1221,122200,50000,61489,286,-11489
neural,1222,122300,50000,61403,287,-11403
neural,1223,122400,50000,61318,288,-11318
neural,1224,122500,50000,61233,288,-11233
neural,1225,122600,50000,61149,289,-11149
neural,1226,122700,50000,61066,290,-11066
neural,1227,122800,50000,60983,291,-10983
neural,1228,122900,50000,60901,292,-10901
neural,1229,123000,50000,60819,292,-10819
neural,1230,123100,50000,60738,293,-10738
neural,1231,123200,50000,60657,294,-10657
neural,1232,123300,50000,60577,295,-10577
neural,1233,123400,50000,60498,296,-10498
neural,1234,123500,50000,60419,296,-10419
neural,1235,123600,50000,60340,297,-10340
neural,1236,123700,50000,60262,298,-10262
neural,1237,123800,50000,60185,299,-10185
neural,1238,123900,50000,60108,299,-10108
neural,1239,124000,50000,60032,300,-10032
neural,1240,124100,50000,59956,301,-9956
neural,1241,124200,50000,59881,302,-9881
neural,1242,124300,50000,59806,302,-9806
neural,1243,124400,50000,59731,303,-9731
neural,1244,124500,50000,59657,304,-9657
neural,1245,124600,50000,59584,305,-9584
neural,1246,124700,50000,59511,305,-9511
neural,1247,124800,50000,59439,306,-9439
neural,1248,124900,50000,59367,307,-9367
neural,1249,125000,50000,59296,307,-9296
neural,1250,125100,50000,59225,308,-9225
neural,1251,125200,50000,59154,309,-9154
neural,1252,125300,50000,59084,310,-9084
neural,1253,125400,50000,59015,310,-9015
neural,1254,125500,50000,58946,311,-8946
neural,1255,125600,50000,58877,312,-8877
neural,1256,125700,50000,58809,312,-8809
neural,1257,125800,50000,58742,313,-8742
neural,1258,125900,50000,58674,313,-8674
neural,1259,126000,50000,58608,314,-8608
neural,1260,126100,50000,58541,315,-8541
neural,1261,126200,50000,58476,316,-8476
neural,1262,126300,50000,58410,316,-8410
neural,1263,126400,50000,58345,317,-8345
neural,1264,126500,50000,58281,317,-8281
neural,1265,126600,50000,58217,318,-8217
neural,1266,126700,50000,58153,319,-8153
neural,1267,126800,50000,58090,319,-8090
neural,1268,126900,50000,58027,320,-8027
neural,1269,127000,50000,57965,321,-7965
neural,1270,127100,50000,57903,321,-7903
neural,1271,127200,50000,57841,322,-7841
neural,1272,127300,50000,57780,322,-7780
neural,1273,127400,50000,57720,323,-7720
neural,1274,127500,50000,57659,323,-7659
neural,1275,127600,50000,57599,324,-7599
neural,1276,127700,50000,57540,325,-7540
neural,1277,127800,50000,57481,325,-7481
neural,1278,127900,50000,57422,326,-7422
neural,1279,128000,50000,57364,327,-7364
neural,1280,128100,50000,57306,327,-7306
neural,1281,128200,50000,57249,328,-7249
neural,1282,128300,50000,57191,328,-7191
neural,1283,128400,50000,57135,329,-7135
neural,1284,128500,50000,57078,329,-7078
neural,1285,128600,50000,57022,330,-7022
neural,1286,128700,50000,56967,330,-6967
neural,1287,128800,50000,56912,331,-6912
neural,1288,128900,50000,56857,331,-6857
neural,1289,129000,50000,56802,332,-6802
neural,1290,129100,50000,56748,333,-6748
neural,1291,129200,50000,56694,333,-6694
neural,1292,129300,50000,56641,334,-6641
neural,1293,129400,50000,56588,334,-6588
neural,1294,129500,50000,56536,335,-6536
neural,1295,129600,50000,56483,335,-6483
neural,1296,129700,50000,56431,336,-6431
neural,1297,129800,50000,56380,336,-6380
neural,1298,129900,50000,56328,336,-6328
neural,1299,130000,50000,56277,337,-6277
neural,1300,130100,50000,56227,338,-6227
neural,1301,130200,50000,56177,338,-6177
neural,1302,130300,50000,56127,339,-6127
neural,1303,130400,50000,56077,339,-6077
neural,1304,130500,50000,56028,340,-6028
neural,1305,130600,50000,55979,340,-5979
neural,1306,130700,50000,55931,341,-5931
neural,1307,130800,50000,55883,341,-5883
neural,1308,130900,50000,55834,341,-5834
neural,1309,131000,50000,55787,342,-5787
neural,1310,131100,50000,55739,342,-5739
neural,1311,131200,50000,55693,343,-5693
neural,1312,131300,50000,55646,343,-5646
neural,1313,131400,50000,55600,344,-5600
neural,1314,131500,50000,55554,344,-5554
neural,1315,131600,50000,55508,345,-5508
neural,1316,131700,50000,55462,345,-5462
neural,1317,131800,50000,55417,346,-5417
neural,1318,131900,50000,55373,346,-5373
neural,1319,132000,50000,55328,346,-5328
neural,1320,132100,50000,55284,347,-5284
neural,1321,132200,50000,55240,347,-5240
neural,1322,132300,50000,55196,348,-5196
neural,1323,132400,50000,55153,348,-5153
neural,1324,132500,50000,55110,349,-5110
neural,1325,132600,50000,55067,349,-5067
neural,1326,132700,50000,55025,349,-5025
neural,1327,132800,50000,54983,350,-4983
neural,1328,132900,50000,54941,350,-4941
neural,1329,133000,50000,54899,351,-4899
neural,1330,133100,50000,54858,351,-4858
neural,1331,133200,50000,54817,351,-4817
neural,1332,133300,50000,54776,352,-4776
neural,1333,133400,50000,54736,352,-4736
neural,1334,133500,50000,54696,353,-4696
neural,1335,133600,50000,54656,353,-4656
neural,1336,133700,50000,54616,353,-4616
neural,1337,133800,50000,54577,354,-4577
neural,1338,133900,50000,54537,354,-4537
neural,1339,134000,50000,54499,355,-4499
neural,1340,134100,50000,54460,355,-4460
neural,1341,134200,50000,54422,355,-4422
neural,1342,134300,50000,54384,356,-4384
neural,1343,134400,50000,54346,356,-4346
neural,1344,134500,50000,54308,356,-4308
neural,1345,134600,50000,54271,357,-4271
neural,1346,134700,50000,54234,357,-4234
neural,1347,134800,50000,54197,358,-4197
neural,1348,134900,50000,54160,358,-4160
neural,1349,135000,50000,54124,358,-4124
neural,1350,135100,50000,54088,359,-4088
neural,1351,135200,50000,54052,359,-4052
neural,1352,135300,50000,54016,359,-4016
neural,1353,135400,50000,53981,360,-3981
neural,1354,135500,50000,53946,360,-3946
neural,1355,135600,50000,53911,360,-3911
neural,1356,135700,50000,53877,361,-3877
neural,1357,135800,50000,53842,361,-3842
neural,1358,135900,50000,53808,361,-3808
neural,1359,136000,50000,53774,362,-3774
neural,1360,136100,50000,53740,362,-3740
neural,1361,136200,50000,53707,362,-3707
neural,1362,136300,50000,53673,363,-3673
neural,1363,136400,50000,53640,363,-3640
neural,1364,136500,50000,53607,363,-3607
neural,1365,136600,50000,53575,364,-3575
neural,1366,136700,50000,53543,364,-3543
neural,1367,136800,50000,53510,364,-3510
neural,1368,136900,50000,53478,365,-3478
neural,1369,137000,50000,53447,365,-3447
neural,1370,137100,50000,53415,365,-3415
neural,1371,137200,50000,53384,366,-3384
neural,1372,137300,50000,53353,366,-3353
neural,1373,137400,50000,53322,366,-3322
neural,1374,137500,50000,53291,366,-3291
neural,1375,137600,50000,53261,367,-3261
neural,1376,137700,50000,53230,367,-3230
neural,1377,137800,50000,53200,367,-3200
neural,1378,137900,50000,53171,368,-3171
neural,1379,138000,50000,53141,368,-3141
neural,1380,138100,50000,53111,368,-3111
