index,input0_f32_bits,input1_f32_bits,input2_f32_bits,input3_f32_bits,expected_output_f32_bits,expected_actuator_permille,rknn_output_f32_bits,rknn_actuator_permille,wall_ns,device_us
1916,3f7afb7f,3f8d1965,3fc3126f,3dc8b439,3f800000,1000,3f800000,1000,138249,130
1917,3dcadff8,3fcdbda5,c0dcb296,3e88b439,3f800000,1000,3f800000,1000,136791,130
1918,bf97a6df,3e9a617c,41174af5,3f2ccccd,00000000,0,00000000,0,136498,129
1919,3f770e2c,3f882f1b,bfdd8106,3f639581,3f800000,1000,3f800000,1000,137082,130
1920,3fddc28f,3f9fbf48,c0d8425b,3d5d2f1b,3f800000,1000,3f800000,1000,136498,130
1921,3fcdcb14,3ee8ac08,bf0d5cfb,3efc6a7f,3f800000,1000,3f800000,1000,136498,130
1922,bf6db4cc,3ccea4a9,40eed6a1,3e8d4fdf,00000000,0,00000000,0,136207,129
1923,3fae2ac3,3f51cc64,c01d6042,3eb95810,3f800000,1000,3f800000,1000,135915,129
1924,4042c322,3fb2d639,c06bbcd3,3f6e978d,3f800000,1000,3f800000,1000,136498,130
1925,bf302c91,3f021d7e,c111a6b5,3ede353f,3f800000,1000,3f800000,1000,136790,129
1926,3e4cd20b,3f4649ba,c04dfd8b,3f760419,3f800000,1000,3f800000,1000,136791,129
1927,c06670e3,bf379168,40a231f9,3dc28f5c,00000000,0,00000000,0,135915,129
1928,bf64de7f,3eef79a7,40622b6b,3f4b851f,00000000,0,00000000,0,136499,129
1929,40494120,3fb56c8b,3e29e1b1,3f3374bc,3f800000,1000,3f800000,1000,136499,129
1930,bf6f4342,be13f488,c02eee63,3e3a5e35,3d80c957,63,3d80c000,63,135333,129
1931,c036b9f5,bedbae14,406c4b5e,3d6d9168,00000000,0,00000000,0,136499,129
1932,be292f6f,3f962196,40e843fe,3f195810,00000000,0,00000000,0,135623,128
1933,3f947d80,3f6fe76d,4096f694,3f6f1aa0,3f800000,1000,3f800000,1000,136207,129
1934,c01cfaad,befa5aee,c1010b0f,3eae147b,3e8f051f,279,3e8ee000,279,136790,130
1935,3fc03127,3f6aed91,408c05bc,3f6624dd,3f800000,1000,3f800000,1000,250248,240
1936,401f6556,3f8bed29,40360aa6,3f2d9168,3f800000,1000,3f800000,1000,354080,342
1937,3e49fe87,3f376388,411c5048,3ec6a7f0,00000000,0,00000000,0,259872,249
1938,400974e6,3f662681,3f9a57a8,3eb95810,3f800000,1000,3f800000,1000,158957,149
1939,c04103da,bef9aee6,c052a7f0,3f5126e9,00000000,0,00000000,0,141749,135
1940,bfdfc1be,3ebf3d08,c08691d1,3f2a3d71,3e9c730c,306,3e9cc000,306,139999,132
1941,c00b2863,bf2754ca,403c7c85,3ec20c4a,00000000,0,00000000,0,138832,131
1942,be866905,3d418937,c090a4a9,3ec6a7f0,3f489f74,784,3f48a000,784,138540,132
1943,3ff4fa05,3f723bcd,40a741f2,3edf3b64,3f800000,1000,3f800000,1000,138249,131
1944,bfc9ea36,3ec5205c,c014985f,3ea24dd3,3ce080e8,27,3ce30000,28,137374,130
1945,3f878e9f,3f38bc6a,4098c2f8,3f395810,3f800000,1000,3f800000,1000,137082,130
1946,bfe3ed52,3e99d495,4116295f,3f79999a,00000000,0,00000000,0,136498,129
1947,bf3e368f,be4487fd,bfe0e8a7,3dd4fdf4,00000000,0,00000000,0,138541,132
1948,bf4c6690,bf04f34d,c03dcc64,3eae147b,3e411d3c,189,3e414000,189,137374,130
1949,bfbe4d7f,3e97559b,c0fcb50b,3e3d70a4,3f7b8d58,983,3f7bc000,983,138832,132
1950,bf11f213,3f933958,be6b851f,3ecac083,3f59e2ec,851,3f59e000,851,137374,130
1951,c02985f0,bf3e6738,40f057a8,3eac8b44,00000000,0,00000000,0,136208,129
1952,bf455864,3f8b9ba6,411dfd22,3f54bc6a,00000000,0,00000000,0,136790,130
1953,3fa43aa8,3e7037b5,c1153a93,3f2d9168,3f800000,1000,3f800000,1000,138541,131
1954,c0068f5c,bf3a7e28,4111db23,3f7e353f,00000000,0,00000000,0,137665,131
1955,c01eb218,bdae6320,409181d8,3e85a1cb,00000000,0,00000000,0,149915,143
1956,bf332df5,bcb22d0e,c07fdf3b,3dced917,3eccaff8,400,3ecce000,400,141165,134
1957,3ea61f9f,3f0e72b0,c0dc68dc,3f72f1aa,3f800000,1000,3f800000,1000,138541,132
1958,bf43443d,3f675f70,410f2a99,3db645a2,00000000,0,00000000,0,137082,130
1959,3fccdbe0,3f2522d1,c05cbac7,3f14bc6a,3f800000,1000,3f800000,1000,136790,130
1960,c03fc7a4,be988312,c0a21cac,3eb9db23,00000000,0,00000000,0,136790,130
1961,bf316b12,be985a1d,4116f62b,3ecdd2f2,00000000,0,00000000,0,136498,129
1962,bed1b1d9,3f971aa0,bf002752,3f39db23,3f800000,1000,3f800000,1000,136207,129
1963,bf6a3982,bf2f096c,41024c30,3f3ced91,00000000,0,00000000,0,136207,129
1964,3fa8a3d7,3fca240b,40f46e98,3f30e560,3f800000,1000,3f800000,1000,137374,130
1965,bf7ab368,3ec7ef9e,410c8ce7,3f6ccccd,00000000,0,00000000,0,136207,129
1966,c0432863,bf158866,c0999f56,3d54fdf4,00000000,0,00000000,0,137082,130
1967,3f1d53ce,3f22cf42,bf23b646,3c9374bc,3f800000,1000,3f800000,1000,136499,129
1968,3fb23ad2,3f01b7e9,4111c711,3f71eb85,3f3d9dcd,741,3f3d8000,740,136499,129
1969,be8e392e,3f1ef0d8,41042752,3f353f7d,00000000,0,00000000,0,135040,128
1970,c054f909,bf16978d,4010bc6a,3f522d0e,00000000,0,00000000,0,135623,128
1971,bf947842,3e6b2618,3fc9374c,3f370a3d,00000000,0,00000000,0,135916,130
1972,bf3436b9,3ded9e84,c09bdbf5,3efe76c9,3f32e7e0,699,3f330000,699,137665,130
1973,3f078e9f,3fc942c4,c06afec5,3e9fbe77,3f800000,1000,3f800000,1000,136790,129
1974,3f0704ff,3f98b780,401ffb16,3f6c49ba,3f800000,1000,3f800000,1000,137082,130
1975,bfe400fc,be8b212d,41062de0,3f59db23,00000000,0,00000000,0,137082,129
1976,40015ca7,3fbc2752,40149375,3f21cac1,3f800000,1000,3f800000,1000,137082,131
1977,40058549,3f9fd0e5,3fd3e0df,3eb2b021,3f800000,1000,3f800000,1000,135332,129
1978,3efdd1a2,3f9fced9,40afff2e,3df1a9fc,3f4f5791,810,3f4f2000,809,136208,129
1979,bfdf9fa9,3e5cb5dd,411e57a8,3ef7ced9,00000000,0,00000000,0,142332,135
1980,c023952d,bf37930c,c0d80ded,3e322d0e,00000000,0,00000000,0,139707,132
1981,bfd25461,3d861e4f,40b5b8bb,3f16c8b4,00000000,0,00000000,0,138540,131
1982,3fcc67e0,3f42154d,c0871b71,3edeb852,3f800000,1000,3f800000,1000,137082,130
1983,3f690ff9,3f63b574,3fc154ca,3f07ef9e,3f800000,1000,3f800000,1000,136207,129
1984,402c65e9,3fb6a305,c0b3460b,3f3f7cee,3f800000,1000,3f800000,1000,138249,131
1985,3fba0a52,3fadbb30,40f629c7,3f3d70a4,3f800000,1000,3f800000,1000,136207,129
1986,3fe0980b,3fc63a93,c113a162,3f4c0831,3f800000,1000,3f800000,1000,135916,128
1987,c02322d1,bf10816f,40eb9581,3e560419,00000000,0,00000000,0,136499,129
1988,40224ae0,3fa26320,40a06dc6,3f249ba6,3f800000,1000,3f800000,1000,136207,129
1989,be06cca3,3ef166cf,3f959168,3f4b851f,3e7da21e,248,3e7d6000,247,136207,129
1990,bfde9d73,bf06acda,40884f76,3f66a7f0,00000000,0,00000000,0,135624,129
1991,bfbacba7,3e40adac,c0e3a440,3f5ced91,3f5392e8,826,3f53a000,827,137665,129
1992,bfea9d1f,bdefec57,c09d2bd4,3df3b646,00000000,0,00000000,0,136498,130
1993,bfb249e4,bef339c1,c0d284b6,3f36c8b4,3f14419b,579,3f146000,580,137082,130
1994,bffae5de,bebab1c4,c09a60aa,3f1be76d,00000000,0,00000000,0,137373,130
1995,bf8ad6cb,3f04f9db,411e71de,3eced917,00000000,0,00000000,0,139124,131
1996,c010ddd7,bf0052bd,410c6e2f,3f59999a,00000000,0,00000000,0,136207,129
1997,bdc855da,3fb0dd2f,411052bd,3c1374bc,00000000,0,00000000,0,137957,130
1998,bfb67621,3f073405,40e93c36,3e51eb85,00000000,0,00000000,0,136498,129
1999,403618bd,3f859c0f,c0e200d2,3f428f5c,3f800000,1000,3f800000,1000,137082,130
2000,c02ea7f0,bed2fd22,c0d8dfa4,3f7b645a,00000000,0,00000000,0,137957,131
2001,3faaba9d,3f06b780,c0d99c0f,3d449ba6,3f800000,1000,3f800000,1000,138248,131
2002,3f4d5cfb,3fcd83e4,4114353f,3f251eb8,3f67b146,905,3f676000,904,137957,131
2003,c04b45e1,bf2b5183,4089c6a8,3d958106,00000000,0,00000000,0,140582,134
2004,bfbade01,bd64b5dd,3ffc5d64,3f5db22d,00000000,0,00000000,0,139124,132
2005,bee3419e,3f179168,411daa65,3f604189,00000000,0,00000000,0,137082,129
2006,bfea03c5,bebc4b5e,40daab36,3f126e98,00000000,0,00000000,0,137083,130
2007,c018572a,bdb71759,c0fca57a,3f20c49c,3ea0a73e,314,3ea0a000,314,136498,129
2008,3ddbc01a,3fc2b1c4,40f179a7,3e5c28f6,3e443c71,192,3e43e000,191,137082,130
2009,3f0fb15b,3f731eb8,c086ee63,3f4ccccd,3f800000,1000,3f800000,1000,144957,137
2010,3fa11340,3f90c49c,409167a1,3e418937,3f800000,1000,3f800000,1000,137957,131
2011,402c8b44,3f98ca58,41035b57,3f73f7cf,3f800000,1000,3f800000,1000,135916,129
2012,3f580b24,3c404ea5,40d0ebee,3f6e5604,3d3aad8e,46,3d38a000,45,137082,130
2013,bf619115,bed35dcc,401bcd36,3f31eb85,00000000,0,00000000,0,135915,128
2014,bf5769ec,bf3a7bb3,bfd68db9,3f4c8b44,00000000,0,00000000,0,136790,129
2015,be895183,3eebfcb9,40212546,3f7be76d,00000000,0,00000000,0,136499,129
2016,3ffa641b,3f1ad6a1,3fa6ae7d,3ee3d70a,3f800000,1000,3f800000,1000,136207,129
2017,3fc040e1,3f9a4f0e,c030e219,3f160419,3f800000,1000,3f800000,1000,137373,130
2018,3f4a92a3,3f841d15,3f1212d7,3e79db23,3f800000,1000,3f800000,1000,137082,129
2019,3f091a76,be1a1ff3,c11e45a2,3f2624dd,3f800000,1000,3f800000,1000,137957,131
2020,bf66b65b,3e1d66cf,be9295ea,3f25a1cb,00000000,0,00000000,0,136207,129
2021,3f90331e,3f9db717,406ad5d0,3f7374bc,3f800000,1000,3f800000,1000,137373,131
2022,4020d64d,3fb947ae,40e9d7dc,3e849ba6,3f800000,1000,3f800000,1000,144665,136
2023,bfe46dc6,becc5bc0,c06b5254,3d958106,00000000,0,00000000,0,138249,131
2024,3e74eb9a,bf134e3c,40f4d6a1,3eed9168,00000000,0,00000000,0,137374,130
2025,3f08c693,3f359653,41004fdf,3d851eb8,00000000,0,00000000,0,136499,129
2026,bee6833c,3fa2a3d7,c009ab9f,3ec624dd,3f800000,1000,3f800000,1000,136207,129
2027,3cfe9b7c,3fa2fe5d,407b6113,3f000000,3f0ca8ac,549,3f0ca000,549,139707,132
2028,c00503da,bf3fe0df,40529100,3f49374c,00000000,0,00000000,0,137666,130
2029,bf1ccb7d,3e52e48f,c0bf15b5,3f0c0831,3f800000,1000,3f800000,1000,135623,128
2030,3d7a1a0d,3f1e72b0,c0e69e1b,3ed9999a,3f800000,1000,3f800000,1000,135624,129
2031,3da97e13,3fb1b9f5,40eb61e5,3c83126f,3d607699,55,3d5f2000,54,135041,128
2032,403dfe87,3faf339c,40880b78,3f11eb85,3f800000,1000,3f800000,1000,135332,129
2033,3f1d7492,3e838866,40bce2eb,3f32b021,3d6dfc3c,58,3d6d2000,58,137082,129
2034,c04818e7,bf381134,c087923a,3ec7ae14,00000000,0,00000000,0,137082,130
2035,c019999a,bf0a5461,be0816f0,3eab851f,00000000,0,00000000,0,136790,129
2036,c02b81d8,bf12b439,c0ea1b09,3f1f7cee,3d72a9ea,59,3d74e000,60,136499,129
2037,bff4aa11,be76872b,c01d2d77,3f4f1aa0,00000000,0,00000000,0,136499,129
2038,3fdb3e57,3ea78a09,3e24dd2f,3e4dd2f2,3f800000,1000,3f800000,1000,137957,131
2039,bf1b3d08,3f2c9375,41177c1c,3f66a7f0,00000000,0,00000000,0,135332,128
2040,3fdc894c,3fa17dbf,401b212d,3ea6e979,3f800000,1000,3f800000,1000,137373,129
2041,bf5d1b71,bf0cb780,404362b7,3f3e76c9,00000000,0,00000000,0,136207,128
2042,3febf530,3f9fcd36,4113c0ec,3dfbe76d,3f800000,1000,3f800000,1000,137082,130
2043,3eb6a93f,3f11e910,408ca305,3f73f7cf,3e9a1906,301,3e99e000,301,135915,129
2044,bf29a565,3f8d3d08,bfabf488,3f333333,3f7e5997,994,3f7e6000,994,135623,128
2045,3d9c5825,be686f69,c1106cf4,3e77ced9,3f800000,1000,3f800000,1000,136498,129
2046,3f941bda,3fc297f6,c10006f7,3f174bc7,3f800000,1000,3f800000,1000,136791,130
2047,c0394de8,bed07fcc,bfe65fd9,3ee4dd2f,00000000,0,00000000,0,137374,130
2048,bfe074a7,bf37e76d,beae48e9,3f343958,00000000,0,00000000,0,136207,129
2049,c03f40f6,becadc5d,411c7f63,3f628f5c,00000000,0,00000000,0,136499,129
2050,bd8cc78f,3faa6113,c08625af,3e8ac083,3f800000,1000,3f800000,1000,136207,129
2051,403208af,3fcff55a,bfb5dcc6,3f48b439,3f800000,1000,3f800000,1000,137082,130
2052,3fb40b78,3f40de01,3ff123a3,3e50e560,3f800000,1000,3f800000,1000,138249,131
2053,40580ebf,3fb8985f,c0aba512,3f466666,3f800000,1000,3f800000,1000,136499,129
2054,bffcf180,be92f9db,bf8837b5,3ed26e98,00000000,0,00000000,0,136207,129
2055,3e615769,3ee0cccd,4111c6a8,3eb126e9,00000000,0,00000000,0,137082,130
2056,3f417ebb,3fa57fcc,40e39653,3f4c49ba,3f7743ee,966,3f770000,965,136790,129
2057,3f2be37e,3f34786c,406d3405,3f7be76d,3f756716,959,3f754000,958,135916,129
2058,c00932b5,3e860419,c11c37b5,3e70a3d7,3f76f42a,965,3f770000,965,137957,130
2059,bffe0957,beec624e,40a5a858,3e6a7efa,00000000,0,00000000,0,137957,131
2060,be8b6d87,3ece9100,4007e426,3f789375,00000000,0,00000000,0,136207,129
2061,3f4414a5,3e5e0ded,c00acbfb,3f410625,3f800000,1000,3f800000,1000,135332,128
2062,bf86dd05,be98b5dd,c0ee2824,3e48b439,3f5a3854,852,3f5a4000,853,137374,129
2063,bf4bca97,3f59d14e,409ba92a,3e23d70a,00000000,0,00000000,0,135916,129
2064,c03ea162,bef8ded3,40bb3c36,3eb2b021,00000000,0,00000000,0,136498,130
2065,c04a0fe4,bedbb2ff,4010d6a1,3f1020c5,00000000,0,00000000,0,135623,128
2066,3fb60f3d,3f4c1062,408f5f70,3f7e353f,3f800000,1000,3f800000,1000,137082,129
2067,3f5ebc41,3f8ac5d6,404dc28f,3ea56042,3f800000,1000,3f800000,1000,135916,129
2068,3f2a92a3,3ee24f76,4110c5d6,3dc8b439,00000000,0,00000000,0,137374,131
2069,bf30afa3,3df3bcd3,40256388,3ea7ef9e,00000000,0,00000000,0,136499,129
2070,3f8b19a4,3f7b9ce0,3fd3e426,3d656042,3f800000,1000,3f800000,1000,136207,129
2071,4048b1ee,3faa8db9,c02c6738,3f4d4fdf,3f800000,1000,3f800000,1000,136790,129
2072,3f1ab218,3faca305,3fb8ef35,3f01cac1,3f800000,1000,3f800000,1000,136207,129
2073,3fc339c1,3fba93de,c08c6a7f,3db43958,3f800000,1000,3f800000,1000,136499,129
2074,bddaf8df,3f06be0e,40128588,3dc28f5c,3d1a38b1,38,3d19e000,38,134749,128
2075,400ec322,3fa8f838,c03600d2,3e9d2f1b,3f800000,1000,3f800000,1000,137957,131
2076,c002eeb7,be7dfa44,c1096595,3f12b021,3f19a06c,600,3f19c000,601,137083,130
2077,c03e6df0,bf34f838,c0b095ea,3f543958,00000000,0,00000000,0,136790,129
2078,3f814c44,3eeb089a,404413a9,3d6978d5,3f800000,1000,3f800000,1000,137665,130
2079,bdc10b63,be22d773,40ac703b,3edeb852,00000000,0,00000000,0,136499,129
2080,3f36887b,3f1f367a,bfbaa305,3f0b4396,3f800000,1000,3f800000,1000,135915,129
2081,40243276,3f87b15b,40d4786c,3e9ba5e3,3f800000,1000,3f800000,1000,135915,129
2082,3f02b94e,3faf7cee,c11f6320,3eddb22d,3f800000,1000,3f800000,1000,136791,129
2083,bf421c04,3e5aacda,c1085254,3f2d0e56,3f800000,1000,3f800000,1000,135915,128
2084,beff38c5,3e85fa44,40fc624e,3ccccccd,00000000,0,00000000,0,137666,131
2085,bfb1b329,be69e83e,c02fb15b,3f5d70a4,00000000,0,00000000,0,137957,131
2086,3fb7c1be,3fc54e3c,c0adbc02,3e624dd3,3f800000,1000,3f800000,1000,136207,129
2087,be92fc26,bf0ec711,bf8aa64c,3e46a7f0,3dba083a,91,3dba0000,91,137665,131
2088,3f726e98,3fbb0b78,4022c227,3e0f5c29,3f800000,1000,3f800000,1000,137083,130
2089,bfcc97b7,bf3ae704,c0ebd639,3f045a1d,3f195e19,599,3f198000,600,137082,129
2090,c0077aa2,3e1b295f,3ef288ce,3ef0a3d7,00000000,0,00000000,0,135916,129
2091,beb8ef35,3ecc84b6,404c28f6,3ed47ae1,00000000,0,00000000,0,136790,130
2092,3ebe8922,bd4240b8,c0f0cb29,3de978d5,3f800000,1000,3f800000,1000,135915,129
2093,be2b367a,3dad21ff,bfe6e632,3f7d2f1b,3edf46a2,436,3edf4000,436,137957,130
2094,3e1df655,3e6cea4b,40008659,3f43d70a,3e133d38,144,3e132000,144,137082,130
2095,bdb7952d,3f86ce70,40f6cf42,3dae147b,00000000,0,00000000,0,139124,131
2096,bee4d2b3,bf22ce70,c0048312,3dcccccd,3e378811,179,3e378000,179,137665,131
2097,3f8196fb,3f2aebee,4065fd8b,3d958106,3f800000,1000,3f800000,1000,136207,129
2098,3ebeb314,3e86b50b,40632618,3be56042,3dd29990,103,3dd28000,103,135915,129
2099,bfe5cdb3,be578a09,4078ebee,3ef5c28f,00000000,0,00000000,0,157790,150
2100,bfcbbd7b,3d4f837b,c0e4f9db,3b03126f,3f0ed442,558,3f0f0000,559,140582,133
2101,bf8ba29c,3e55b8bb,c0cd81d8,3e3126e9,3f55ee6d,836,3f560000,836,136790,130
2102,c01e8199,bf323055,c01af694,3b03126f,00000000,0,00000000,0,138540,132
2103,3ed58b82,3f6f096c,c0085bc0,3f5851ec,3f800000,1000,3f800000,1000,136791,129
2104,c00eca58,bb0b4396,410434d7,3ecb4396,00000000,0,00000000,0,135915,129
2105,bf4ebc41,bf0730be,bfbd7732,3f008312,00000000,0,00000000,0,137665,130
2106,3edfeb07,3e4b923a,c02f41f2,3d27ef9e,3f800000,1000,3f800000,1000,136791,129
2107,bbb43958,3fab3eab,3fb9d7dc,3eeb020c,3f800000,1000,3f800000,1000,135915,129
2108,bffc14a5,3e132618,3f94816f,3f6147ae,00000000,0,00000000,0,135915,129
2109,3f3f1e8e,3fc025af,3fc80d1b,3d50e560,3f800000,1000,3f800000,1000,135915,128
2110,3e884381,3f6af1aa,c078ed91,3ee353f8,3f800000,1000,3f800000,1000,137957,131
2111,3cc73abd,3ea3dbf5,c0353c36,3da3d70a,3f5b7cd9,857,3f5b8000,857,135624,128
2112,bf6b9e06,3eccc7e3,c0f1f488,3f3f3b64,3f800000,1000,3f800000,1000,135916,129
2113,bfba070c,3f151eb8,406d3c36,3f408312,00000000,0,00000000,0,135623,129
2114,3e2fd75e,3d9e703b,40bf573f,3e91eb85,00000000,0,00000000,0,136790,130
2115,3f9d5f9a,3f778034,c0acab36,3f076c8b,3f800000,1000,3f800000,1000,135624,128
2116,bfcb126f,3efad0e5,409d7e91,3f522d0e,00000000,0,00000000,0,136791,129
2117,c018816f,befc0000,3e041893,3e4ac083,00000000,0,00000000,0,135915,129
2118,bf9c6738,bde5c28f,411a39c1,3f0e147b,00000000,0,00000000,0,135623,128
2119,3e9a7daa,3f2c9446,40249ba6,3ebd70a4,3f17d089,593,3f17c000,593,136207,129
2120,4009859d,3f272474,4106f213,3f649ba6,3f800000,1000,3f800000,1000,136498,129
2121,3f1a0903,3f698937,be19999a,3f12b021,3f800000,1000,3f800000,1000,136791,130
2122,3f776b3c,be09cac1,40bb8794,3e883127,3e7e2040,248,3e7d8000,248,137665,131
2123,c0390386,bed9bf48,c0e2624e,3df3b646,00000000,0,00000000,0,137373,131
2124,c0202c3d,bdbbedfa,c077e282,3f0c0831,00000000,0,00000000,0,137666,130
2125,bf0c2268,3f38acda,c0ae00d2,3e6a7efa,3f800000,1000,3f800000,1000,136790,129
2126,c0177aa2,3d39b3d0,c05b6fd2,3ec08312,00000000,0,00000000,0,136207,129
2127,3fa21cac,3f8e1412,bfeccccd,3f0b4396,3f800000,1000,3f800000,1000,136791,129
2128,c04c6bcf,bf3b8a09,4084816f,3e656042,00000000,0,00000000,0,142332,135
2129,3f9b4784,3f7f205c,40b93eab,3f418937,3f800000,1000,3f800000,1000,139707,133
2130,4037d4bf,3fbe5aee,c08a01a3,3f7db22d,3f800000,1000,3f800000,1000,137666,130
2131,3f1967cb,3f4b2d77,c049b3d0,3c1374bc,3f800000,1000,3f800000,1000,136499,130
2132,be9c5586,3e49a36e,3edf4880,3eda1cac,3c0dc64c,9,3c0c4000,9,135040,128
2133,bd167caf,3f8966cf,bf5ef9db,3e3851ec,3f800000,1000,3f800000,1000,137082,130
2134,be16db0e,3d5d07c8,c003df3b,3f2a7efa,3edd630a,432,3edd6000,432,137665,131
2135,400818e7,3f95538f,bf967a10,3f483127,3f800000,1000,3f800000,1000,137665,131
2136,bfb7a440,3ee15e9e,c0287454,3ecb4396,3e59615e,212,3e59a000,213,137665,131
2137,bf45d24a,3f024b5e,c0dd288d,3f272b02,3f800000,1000,3f800000,1000,136791,130
2138,3f319a41,3fbfff2e,c0486738,3f045a1d,3f800000,1000,3f800000,1000,138249,131
2139,3f219f80,3f756042,c015e4f7,3e6c8b44,3f800000,1000,3f800000,1000,135915,129
2140,c032a10e,bf0703b0,411ae0df,3f360419,00000000,0,00000000,0,136790,129
2141,bf464ecf,3e8075f7,40c7a1cb,3e89ba5e,00000000,0,00000000,0,135916,129
2142,3d48216c,3f2ae2eb,c0265604,3f7f3b64,3f800000,1000,3f800000,1000,136790,130
2143,3f24b5dd,3eafe910,409e793e,3e0a3d71,3e93507d,288,3e932000,287,137374,130
2144,bfc2415f,bf18353f,bed381d8,3f73b646,00000000,0,00000000,0,135624,128
2145,be7fa1a1,3edfa0f9,4012e148,3e8d4fdf,00000000,0,00000000,0,136499,128
2146,3d1cb685,3f8797f6,40cb26e9,3b03126f,00000000,0,00000000,0,137083,131
2147,c065cd0c,bf29c1be,c0208312,3f49374c,00000000,0,00000000,0,156040,148
2148,bf05768a,3f80e560,41159e1b,3e99999a,00000000,0,00000000,0,136790,130
2149,bea98890,bf2dd639,c1023405,3e09374c,3f800000,1000,3f800000,1000,136499,129
2150,bf81984a,bed6161e,beddbf48,3d1ba5e3,00000000,0,00000000,0,136499,129
2151,3f941e79,3f5fc91d,40f7cb92,3ec624dd,3f74b7f4,956,3f74a000,956,135040,128
2152,bff38cfc,bf0aa57a,4107068e,3ee8f5c3,00000000,0,00000000,0,137374,130
2153,bf3ba494,3f34d42c,c0fceb1c,3e4ccccd,3f800000,1000,3f800000,1000,137665,130
2154,3f57a637,3f4535a8,bd4f41f2,3e374bc7,3f800000,1000,3f800000,1000,137374,130
2155,3f6415f4,be2322d1,41157732,3e28f5c3,00000000,0,00000000,0,135916,129
2156,be313166,beb82268,4080be0e,3eb7ced9,00000000,0,00000000,0,135624,129
2157,bf477ee5,3f3b2b02,409657a8,3ee872b0,00000000,0,00000000,0,136790,130
2158,3ddac472,3fc41cac,c10539c1,3e8d4fdf,3f800000,1000,3f800000,1000,137374,130
2159,bf6ea9e7,3eab7803,4075f6fd,3d48b439,00000000,0,00000000,0,135916,129
2160,c00b6018,bd5758e2,bf833d08,3f3db22d,00000000,0,00000000,0,136790,130
2161,3ed4c448,3ea1a6b5,4097cc64,3d1fbe77,00000000,0,00000000,0,137957,130
2162,401c8755,3f631412,41107bb3,3ded9168,3f800000,1000,3f800000,1000,136499,130
2163,be272325,bea2eb1c,c03cc986,3eb53f7d,3f01378f,505,3f014000,505,136207,129
2164,bfec1dd2,3ec44ea5,bf7a71de,3da1cac1,00000000,0,00000000,0,136207,129
2165,3ffb126f,3fa01340,40faea4b,3ef020c5,3f800000,1000,3f800000,1000,136499,129
2166,3ff56042,3f8903b0,40654120,3f07ef9e,3f800000,1000,3f800000,1000,135915,128
2167,3e1d0529,3f9b2196,401ae7d5,3e010625,3f6314cd,887,3f630000,887,136499,130
2168,3ed8c7e3,3f532a30,c00ac227,3f6872b0,3f800000,1000,3f800000,1000,138541,131
2169,c03263c7,beb6b1c4,c099288d,3f543958,00000000,0,00000000,0,137957,131
2170,401b1562,3f8e78d5,bfcb7b4a,3f326e98,3f800000,1000,3f800000,1000,135041,127
2171,bd81f751,3f376113,c095ef9e,3ee4dd2f,3f800000,1000,3f800000,1000,140874,133
2172,3e9d0529,bf0431f9,408574bc,3f46e979,00000000,0,00000000,0,137374,129
2173,404206b8,3f9a34d7,c104e48f,3eeb851f,3f800000,1000,3f800000,1000,138249,131
2174,bfffecff,be8e6cf4,c0439a6b,3f147ae1,00000000,0,00000000,0,135916,129
2175,3f92b021,3fbbd6a1,c065e4f7,3efced91,3f800000,1000,3f800000,1000,136499,129
2176,3e1adea9,3f2b9b3d,40a9f6fd,3f70a3d7,00000000,0,00000000,0,136207,129
2177,3fd3a5e3,3ec30f28,c0e3ce07,3e28f5c3,3f800000,1000,3f800000,1000,136499,129
2178,3fc6ba49,3f6f089a,bf381062,3f056042,3f800000,1000,3f800000,1000,137374,130
2179,bf22b021,3f0ab1c4,411af141,3f639581,00000000,0,00000000,0,137082,130
2180,3e01f751,3f9fea4b,c01d8fc5,3f0e147b,3f800000,1000,3f800000,1000,138248,131
2181,3ee9984a,3dfca57a,c08b8034,3f63d70a,3f800000,1000,3f800000,1000,137957,131
2182,bf0193b4,3f450ff9,be6075f7,3e1fbe77,3f03c832,515,3f03a000,514,135915,129
2183,c0020568,bf35dcc6,c10bcb92,3f7f7cee,3f2d3c9a,677,3f2d4000,677,137665,130
2184,3fb61284,3f8571de,c105eb85,3f1be76d,3f800000,1000,3f800000,1000,137957,131
2185,3fa32181,3f5a075f,be1db22d,3e9cac08,3f800000,1000,3f800000,1000,136207,129
2186,bf85ff82,bf264dd3,3d26b50b,3e147ae1,00000000,0,00000000,0,136207,129
2187,404c4817,3fccaa65,3ffd38ef,3ec08312,3f800000,1000,3f800000,1000,136791,130
2188,3fa79fa9,3f8be69b,40573d08,3f245a1d,3f800000,1000,3f800000,1000,136207,129
2189,401b49cf,3f945532,4027fe5d,3e851eb8,3f800000,1000,3f800000,1000,137374,130
2190,c0187a3a,3cb03afb,41028adb,3f733333,00000000,0,00000000,0,136207,129
2191,3e981adf,3e5eab36,40e153f8,3eb53f7d,00000000,0,00000000,0,136207,128
2192,be92b2c0,bec2bee0,c107f2e5,3edcac08,3f800000,1000,3f800000,1000,136499,130
2193,3ff458cd,3f53126f,c0696d5d,3d8f5c29,3f800000,1000,3f800000,1000,136207,129
2194,3f08f323,be727525,40c97247,3ea45a1d,00000000,0,00000000,0,136207,128
2195,4032d384,3fc50347,c0bee148,3eac8b44,3f800000,1000,3f800000,1000,138832,132
