index,input0_f32_bits,input1_f32_bits,input2_f32_bits,input3_f32_bits,expected_output_f32_bits,expected_actuator_permille,rknn_output_f32_bits,rknn_actuator_permille,wall_ns,device_us
5988,3fb10cb3,3fab786c,40ceb780,3e6c8b44,3f800000,1000,3f800000,1000,135915,128
5989,bf484620,3ebfb98c,c0968c15,3f4c0831,3f64734a,892,3f648000,893,143791,137
5990,3cb2bfdb,3f90566d,c08d9db2,3e50e560,3f800000,1000,3f800000,1000,137082,130
5991,bfd8c88a,3ed84189,c0912b02,3e189375,3ec5042e,385,3ec50000,385,134749,127
5992,be11eb85,3f418034,bf5af4f1,3f7645a2,3f6111f5,879,3f612000,879,134749,128
5993,bf3d898b,3f2e20c5,3ff1b717,3f360419,00000000,0,00000000,0,134166,127
5994,c00a862f,bf1ee979,40e42f83,3c449ba6,00000000,0,00000000,0,134457,127
5995,3e0f56eb,be1ab021,c0b33190,3ee45a1d,3f800000,1000,3f800000,1000,135041,127
5996,401822bc,3f88460b,bffa4dd3,3e083127,3f800000,1000,3f800000,1000,137082,130
5997,3dad2dcb,bed06dc6,c0e37176,3f01cac1,3f800000,1000,3f800000,1000,135041,128
5998,3e1e98dd,bed8f909,c113fd8b,3f7020c5,3f800000,1000,3f800000,1000,136499,129
5999,bf69ae92,3ea341f2,c10d6fd2,3ea45a1d,3f800000,1000,3f800000,1000,137373,130
6000,bf2c7f78,bd35a858,c0331de7,3f4b020c,3e88459c,266,3e886000,266,133582,127
6001,becf2f98,bedbe0df,c0ae44d0,3e883127,3f531488,825,3f532000,825,134165,127
6002,bfc34c1b,3d095e9e,c101a9fc,3f343958,3f510126,816,3f510000,816,134165,127
6003,3f0a0f91,3f53c9ef,c0ce57a8,3ed0624e,3f800000,1000,3f800000,1000,133874,128
6004,3fc00b24,3fbd2b02,411c4817,3f1851ec,3f800000,1000,3f800000,1000,132707,127
6005,c011f8a1,bf3e2268,408f9f56,3d6978d5,00000000,0,00000000,0,134165,127
6006,bf1cd899,bdbf1aa0,bfa4154d,3f32f1aa,3c6a5308,14,3c6ba000,14,132999,127
6007,40180000,3fcffe5d,40c68312,3e28f5c3,3f800000,1000,3f800000,1000,132999,127
6008,bfe23b79,bc5b8bac,411bef9e,3f210625,00000000,0,00000000,0,133582,126
6009,3f0ef9db,3fa8205c,3f01b717,3e116873,3f800000,1000,3f800000,1000,133874,127
6010,bdbcc8de,be71d495,c06c84b6,3f651eb8,3f3a86b6,729,3f3a8000,729,134166,127
6011,c0113cde,3dda3055,40cf70a4,3f1d2f1b,00000000,0,00000000,0,134165,127
6012,3f8ea012,3d427525,bfa0c7e3,3b03126f,3f800000,1000,3f800000,1000,135041,128
6013,4031f655,3f8e6f00,4080faad,3d1ba5e3,3f800000,1000,3f800000,1000,138249,131
6014,bfa7c45d,bc93404f,4106b3d0,3f133333,00000000,0,00000000,0,140874,134
6015,3f8d0721,3f8a81d8,c1058e8a,3ef95810,3f800000,1000,3f800000,1000,137374,130
6016,bfd6e782,3f042b6b,c09967a1,3f439581,3f15a12f,584,3f15a000,584,134458,128
6017,bf872474,bf0b9db2,3fea29c7,3ef851ec,00000000,0,00000000,0,133290,127
6018,401f53f8,3fcad917,bf94b924,3f604189,3f800000,1000,3f800000,1000,133291,126
6019,3fb280f1,3f87240b,4012511a,3f14fdf4,3f800000,1000,3f800000,1000,133873,127
6020,bfc7aa26,be0e353f,40d2c7e3,3c03126f,00000000,0,00000000,0,133290,127
6021,3fc9a60d,3f75f06f,40eb73eb,3f1a5e35,3f800000,1000,3f800000,1000,132416,126
6022,bfe39b67,bec12bd4,c10947ae,3ebd70a4,3f3659f4,712,3f366000,712,132415,126
6023,bf9ad81b,3ef2bd3c,3e832ca5,3e4ed917,00000000,0,00000000,0,133874,127
6024,3e5551d7,beb81a37,3e821965,3e8ed917,3e8bc3c6,273,3e8bc000,273,132707,125
6025,3fc029f1,3f078e22,401fbb30,3b03126f,3f800000,1000,3f800000,1000,132707,126
6026,3fe01c2e,3f55e83e,40c0b780,3e072b02,3f800000,1000,3f800000,1000,135333,128
6027,3f5f0ae5,3e149eed,c0c5be77,3f32f1aa,3f800000,1000,3f800000,1000,135332,128
6028,c019d8d8,bbdc5d64,bf1786c2,3f2c49ba,00000000,0,00000000,0,134749,127
6029,400541c8,3f3b98c8,c08eac08,3f71a9fc,3f800000,1000,3f800000,1000,135332,128
6030,3e394318,3f0a538f,40b521ff,3ea4dd2f,00000000,0,00000000,0,134457,127
6031,3fa89225,3fce4c98,4098ee63,3f13b646,3f800000,1000,3f800000,1000,135915,129
6032,bf2111f1,3f600b78,404997f6,3ec3126f,00000000,0,00000000,0,135623,129
6033,bfba4c83,3f363055,c0914f0e,3d7df3b6,3f419f78,756,3f41a000,756,136207,130
6034,be4ad57c,be2f8d50,40aac227,3ef95810,00000000,0,00000000,0,132124,126
6035,bf086983,3f908e22,40cef4f1,3f0f5c29,00000000,0,00000000,0,132707,126
6036,3f545a1d,3e4154ca,40fa2a99,3e374bc7,00000000,0,00000000,0,134165,127
6037,3e34d6a1,3fc856d6,40c40419,3f2c8b44,3f1f7e90,623,3f1f8000,623,139416,131
6038,bfb793de,bf279b3d,40c92618,3f445a1d,00000000,0,00000000,0,171206,164
6039,bfe28199,beebdd98,410d6e98,3f641893,00000000,0,00000000,0,135041,128
6040,3fd4ed91,3fc615b5,bee00000,3f2ed917,3f800000,1000,3f800000,1000,131540,125
6041,bfb5ce5b,bb70d845,4029bf48,3e5b22d1,00000000,0,00000000,0,133291,126
6042,3f800735,3e459b3d,c0f65a1d,3f37ced9,3f800000,1000,3f800000,1000,132998,126
6043,bea42d8c,3f5d34d7,40b405bc,3e1eb852,00000000,0,00000000,0,133873,127
6044,3ffd3261,3f87f27c,c00f6113,3f3d2f1b,3f800000,1000,3f800000,1000,134749,127
6045,3fbce704,3f83346e,3ff185f0,3e54fdf4,3f800000,1000,3f800000,1000,133874,128
6046,c031b717,bf140419,c10eeab3,3f1d70a4,3e9a1166,301,3e9a0000,301,134165,126
6047,3f253a3f,3f9a05bc,404a5c92,3f218937,3f800000,1000,3f800000,1000,135040,128
6048,3e9d53ce,beb0ac08,400aa993,3f2ed917,3dc83ec7,98,3dc86000,98,135041,127
6049,c03c9375,bee154ca,bfa205bc,3f4f1aa0,00000000,0,00000000,0,132707,126
6050,3f8a73d6,3f65f3b6,c0b8a4a9,3f4c49ba,3f800000,1000,3f800000,1000,233040,223
6051,4023c16a,3f972e49,bfcef9db,3ee353f8,3f800000,1000,3f800000,1000,161290,152
6052,c01caab9,bf382752,405b15b5,3f53f7cf,00000000,0,00000000,0,142332,134
6053,bf6e59f3,3edec227,4004d35b,3e126e98,00000000,0,00000000,0,137374,129
6054,402b03b0,3fa5cac1,4084c2f8,3f791687,3f800000,1000,3f800000,1000,135041,129
6055,bf0eadd6,bed0c155,40f4dfa4,3f09ba5e,00000000,0,00000000,0,133290,127
6056,40261ab5,3f983c9f,3f85dcc6,3f43d70a,3f800000,1000,3f800000,1000,133291,126
6057,bdd18d26,be90f766,c05f81d8,3f1df3b6,3f28be51,659,3f28c000,659,132416,125
6058,bfc5d6e0,3f1009d5,c08b844d,3d1374bc,3f0abdb3,542,3f0ac000,542,133582,126
6059,3de08073,3fbfb1c4,40cda36e,3deb851f,3ebaf3c8,365,3ebae000,365,135624,128
6060,c00bd178,bf204d01,40a5573f,3e408312,00000000,0,00000000,0,134749,128
6061,3e65119d,3e42161e,40b83127,3efdf3b6,00000000,0,00000000,0,143790,137
6062,3fa6dc5d,3e839724,40487e28,3f29ba5e,3f800000,1000,3f800000,1000,137082,130
6063,be59999a,be8a7525,41152b02,3f33b646,00000000,0,00000000,0,140874,134
6064,bf6e7ab7,3f4e2de0,40e12546,3f3851ec,00000000,0,00000000,0,133874,127
6065,3ed1c6d2,be5a233a,c0f53405,3e581062,3f800000,1000,3f800000,1000,133583,126
6066,c00013fd,bebddb23,40ed851f,3eec0831,00000000,0,00000000,0,131832,125
6067,bf954b49,bf27182b,c0dbd2f2,3f3b22d1,3f3f160a,746,3f3f4000,747,132999,127
6068,c03e9004,bee6e148,c1067dbf,3f789375,3e10bf9f,141,3e10c000,141,133290,126
6069,bf084dfd,be9fbe77,409707c8,3f716873,00000000,0,00000000,0,132416,126
6070,3f89984a,3f614f0e,3f945a1d,3dac0831,3f800000,1000,3f800000,1000,132999,126
6071,c00cde2b,bea75dcc,3f1f0d84,3eee147b,00000000,0,00000000,0,132999,126
6072,401082bf,3fb575f7,3f636e2f,3f1ae148,3f800000,1000,3f800000,1000,132999,125
6073,bfed2d23,3e8ade01,c106eb1c,3f52f1aa,3f7017e4,938,3f702000,938,133582,127
6074,bf41dbcb,3f218e22,41082a99,3f083127,00000000,0,00000000,0,134165,127
6075,bc675793,bf15930c,c0e8d289,3eaf9db2,3f800000,1000,3f800000,1000,135915,129
6076,403e0afa,3f901412,c0fe0b78,3f2fdf3b,3f800000,1000,3f800000,1000,135916,129
6077,c00cc88a,bed84189,c0b5c84b,3ef74bc7,00000000,0,00000000,0,134457,127
6078,3f9b9970,3d7f06f7,c0c03e42,3f791687,3f800000,1000,3f800000,1000,135624,129
6079,be06e6da,3da786c2,bf1205bc,3f051eb8,3e3accd5,182,3e3ac000,182,135624,128
6080,c04212d7,bf25844d,c03ed5d0,3f7b645a,00000000,0,00000000,0,134166,127
6081,bf0ac472,3f80fcb9,40db39c1,3c1374bc,00000000,0,00000000,0,134749,128
6082,3f816b12,3f5e1b09,411a06f7,3eda9fbe,3ed9abaa,425,3ed94000,424,133290,127
6083,b912ccf7,bf13aee6,409bdd98,3f79999a,00000000,0,00000000,0,134165,127
6084,406258f7,3fbce8a7,41195e35,3c9374bc,3f800000,1000,3f800000,1000,133291,126
6085,bf800150,be650b0f,4028902e,3ecac083,00000000,0,00000000,0,132124,125
6086,405a8db9,3fb44f76,3cbb98c8,3f608312,3f800000,1000,3f800000,1000,139123,132
6087,beb4f8b6,bf2acd9f,40aa339c,3f2b851f,00000000,0,00000000,0,135624,129
6088,3f4137f4,3fa7a090,40a59097,3ee04189,3f800000,1000,3f800000,1000,135041,127
6089,3fc4df26,3f020ded,be397247,3f1a5e35,3f800000,1000,3f800000,1000,134749,128
6090,3f2eab36,be8b22d1,bfa6353f,3e8f5c29,3f800000,1000,3f800000,1000,135041,128
6091,c0232bfe,bec05f07,c1114120,3f04dd2f,3edcca6f,431,3edd4000,432,133874,127
6092,3f487e7c,3f933d71,40214120,3f083127,3f800000,1000,3f800000,1000,134749,128
6093,3fb16c61,3f97923a,c01c5532,3e116873,3f800000,1000,3f800000,1000,135332,128
6094,3f73ed52,3f972d77,4080617c,3ee353f8,3f800000,1000,3f800000,1000,134457,127
6095,3fb01648,3f6979a7,c007e282,3f543958,3f800000,1000,3f800000,1000,135040,128
6096,beb3b8e5,3ef072b0,410c4467,3e560419,00000000,0,00000000,0,135332,128
6097,3eb2c519,3f95fd8b,c08ab0f2,00000000,3f800000,1000,3f800000,1000,136207,129
6098,3ff288ce,3f3c64c3,3f5f559b,3f4d0e56,3f800000,1000,3f800000,1000,134749,127
6099,3fe9320e,3f32f909,c0f82268,3eb95810,3f800000,1000,3f800000,1000,135332,128
6100,402d63dc,3fb7d97f,40383958,3f2dd2f2,3f800000,1000,3f800000,1000,133873,126
6101,bf9cc8de,bf363611,405d38ef,3f1a5e35,00000000,0,00000000,0,134457,127
6102,3ee085b2,be956388,bf9e3886,3f045a1d,3f5d410f,864,3f5d4000,864,136790,129
6103,3eb6fd22,3f9a8588,c0e13405,3f4872b0,3f800000,1000,3f800000,1000,135624,129
6104,3f9f7af6,3e8205bc,c027d3c3,3d0b4396,3f800000,1000,3f800000,1000,134457,128
6105,bfa00150,beb12d77,c0f6068e,3e841893,3f4dff1e,805,3f4e2000,805,134457,127
6106,bdfa786c,3b6d9168,400ec083,3f276c8b,00000000,0,00000000,0,136790,130
6107,3feaaa3b,3f47c361,40cf74bc,3e74bc6a,3f800000,1000,3f800000,1000,136499,129
6108,c018d5fa,bea6bd3c,410d8d50,3f7020c5,00000000,0,00000000,0,135040,128
6109,bf867818,3ea58fc5,4090703b,3f574bc7,00000000,0,00000000,0,134749,128
6110,c04ca1e0,beea978d,bffb3d08,3f64dd2f,00000000,0,00000000,0,164207,157
6111,3fded86f,3fca837b,402d205c,3f2b020c,3f800000,1000,3f800000,1000,140582,134
6112,3f536a40,3e89a027,c0b7f972,3ee1cac1,3f800000,1000,3f800000,1000,136790,130
6113,3fdec95c,3f972e49,c05605bc,3f7eb852,3f800000,1000,3f800000,1000,135332,127
6114,be3e9b7c,3ed629c7,c0dac3ca,3eec0831,3f800000,1000,3f800000,1000,133874,127
6115,3f337f39,3f6ef4f1,40080831,3f7f3b64,3f800000,1000,3f800000,1000,135915,128
6116,40364dd3,3f99844d,3fb7e5c9,3d54fdf4,3f800000,1000,3f800000,1000,134748,128
6117,3f0a0275,bd16c8b4,40437e91,3f758106,3e88a760,267,3e888000,267,134165,127
6118,bff428f6,3e77b15b,406884b6,3ea7ef9e,00000000,0,00000000,0,134165,127
6119,40256ffc,3fa8b22d,40956a16,3f3b22d1,3f800000,1000,3f800000,1000,135040,128
6120,be35a858,3f4a7454,3fdaeb1c,3f333333,3ecf7656,405,3ecf8000,405,135623,129
6121,c0007208,3e60f27c,c0c8425b,3e7df3b6,3ebb20ee,365,3ebb2000,365,135040,128
6122,bfebbc2c,bebbf7cf,410c2824,3ed6872b,00000000,0,00000000,0,133874,126
6123,bdfc5ac4,bea5844d,c0dcc63f,3f3ba5e3,3f800000,1000,3f800000,1000,135916,129
6124,3cbf876a,3c1374bc,401a5461,3f272b02,00000000,0,00000000,0,134749,128
6125,3fa11926,3d9fe5c9,410b6a7f,3f5c6a7f,3e79f312,244,3e79e000,244,133874,126
6126,3e813a93,3f8237b5,411246dc,3f6978d5,00000000,0,00000000,0,134457,127
6127,bff62a1b,beb00000,3fed5326,3db851ec,00000000,0,00000000,0,135040,128
6128,bfba93f3,3eeac083,c02578d5,3efa5e35,3e5f5ad8,218,3e5f6000,218,141166,134
6129,bff7c116,3be21965,40d83afb,3dc8b439,00000000,0,00000000,0,135624,128
6130,c01123a3,bebbfb16,410674bc,3ee24dd3,00000000,0,00000000,0,135041,128
6131,3dde4a38,3f342196,4119b717,3f65a1cb,00000000,0,00000000,0,134749,128
6132,3ee05682,3f1a6c22,405cdd2f,3f46a7f0,3f16c369,589,3f16a000,588,135916,128
6133,3fbf51ad,3fbd18fc,c0691b71,3e810625,3f800000,1000,3f800000,1000,135332,128
6134,40071d3f,3f5bc9ef,bd61b08a,3f6e147b,3f800000,1000,3f800000,1000,136499,130
6135,3fcc284e,3f81c505,bf86ae7d,3e5c28f6,3f800000,1000,3f800000,1000,135332,128
6136,bd158106,3f93ced9,410f02de,3e083127,00000000,0,00000000,0,135623,128
6137,beab6d87,3eb016f0,c03de4f7,3f4e5604,3f46dc66,777,3f46e000,777,135623,128
6138,3eab87be,bec71aa0,40e07c85,3f239581,00000000,0,00000000,0,133874,127
6139,3f692ccf,3f3dfe5d,bff17f63,3e926e98,3f800000,1000,3f800000,1000,136207,129
6140,40231316,3f837e91,bf700d1b,3e4dd2f2,3f800000,1000,3f800000,1000,134457,128
6141,c06061fa,bf244a8c,c1017382,3e849ba6,00000000,0,00000000,0,131832,126
6142,3ed414a5,3ec367a1,bfaf8d50,3f1fbe77,3f800000,1000,3f800000,1000,134457,127
6143,bfb615ca,3eab2474,3f27c84b,3ee45a1d,00000000,0,00000000,0,140874,133
6144,3ff64d7f,3f3fd2f2,c01ed0e5,3da5e354,3f800000,1000,3f800000,1000,137374,130
6145,bf1f3776,be25c5d6,3e989375,3f5020c5,00000000,0,00000000,0,133290,127
6146,bf9641b3,3f59ced9,4008fdf4,3f31a9fc,00000000,0,00000000,0,133291,126
6147,3e0ebee0,3fa60b78,bea00d1b,3f36c8b4,3f800000,1000,3f800000,1000,133874,127
6148,3e4bbc2c,3e865fd9,3f41ff2e,3e849ba6,3ecf06d5,404,3ecf0000,404,132415,126
6149,bf1fdc9c,becd1d15,40d0c155,3f4f1aa0,00000000,0,00000000,0,133290,127
6150,bf45729b,3def9724,c085a512,3f743958,3f163894,587,3f164000,587,133291,126
6151,3d2786c2,bdb3d70a,c0d424dd,3f5a9fbe,3f800000,1000,3f800000,1000,133290,126
6152,3f914856,3e6514e4,40a4a305,3f11eb85,3f53e9bb,828,3f53c000,827,133874,128
6153,3eba7daa,3f8f0d84,c0ba8312,3eeb851f,3f800000,1000,3f800000,1000,133582,126
6154,c0713847,bf3b4bc7,410884b6,3c03126f,00000000,0,00000000,0,133874,126
6155,bf6f3f53,bee703b0,c03a7d56,3f147ae1,3e0a77a2,135,3e0aa000,135,133582,127
6156,3f10ded3,3e0b7803,c022a162,3cb43958,3f800000,1000,3f800000,1000,133290,127
6157,bf2b72c5,3e228241,bfab089a,3f210625,3e068a0e,131,3e066000,131,135623,128
6158,3f5b606b,bdb45a1d,404753f8,3e9f3b64,3f1ac149,605,3f1aa000,604,137082,130
6159,3eec63f1,bddab9f5,410ec01a,3f1eb852,00000000,0,00000000,0,134166,127
6160,3f7dab9f,3fbf67a1,40034880,3f389375,3f800000,1000,3f800000,1000,135041,128
6161,3edd60e9,3f5de0df,c07a5e35,3f4b020c,3f800000,1000,3f800000,1000,133582,127
6162,bfd2c5c1,3d7d70a4,406468dc,3f70e560,00000000,0,00000000,0,132416,126
6163,3f487161,be2f4f0e,c0a7d97f,3f46e979,3f800000,1000,3f800000,1000,132999,127
6164,40281f75,3f9e367a,40883958,3e570a3d,3f800000,1000,3f800000,1000,131540,125
6165,bf326bf8,3ddf27bb,3f9872b0,3f5e76c9,00000000,0,00000000,0,132708,125
6166,bf33b257,bf09c84b,c0a94396,3f116873,3f2d8d7b,678,3f2da000,678,133290,127
6167,3f49dc72,3f15205c,c092ebee,3f283127,3f800000,1000,3f800000,1000,132707,126
6168,bf125edd,bd212d77,bf46b50b,3f0a7efa,00000000,0,00000000,0,133582,126
6169,3ef9e83e,beaf3190,c072b021,3e09374c,3f800000,1000,3f800000,1000,133291,126
6170,3ff9b478,3f410b0f,3e27ef9e,3f2978d5,3f800000,1000,3f800000,1000,131249,124
6171,3da9dc72,befe17c2,40ca3c9f,3d8b4396,00000000,0,00000000,0,134749,127
6172,3e6132b5,bd80c49c,c095a36e,3f11a9fc,3f800000,1000,3f800000,1000,135624,128
6173,c017b891,3dd1a36e,c0b739c1,3f378d50,3ceecc8c,29,3cf02000,29,134749,128
6174,bfda8ac6,3e92b9f5,c058ebee,3ed16873,3d9a11f2,75,3d9a8000,75,135040,128
6175,3f579d0a,3e0ba29c,c08f0cb3,3e041893,3f800000,1000,3f800000,1000,135041,128
6176,3fa3e37e,3fb15b57,40d753f8,3f2f1aa0,3f800000,1000,3f800000,1000,134457,128
6177,405e3832,3fcf4d6a,40358106,3f7db22d,3f800000,1000,3f800000,1000,134748,128
6178,bf1db37d,3f831c43,c11e3bcd,3d79db23,3f800000,1000,3f800000,1000,132123,126
6179,3fe877ee,3f7b81d8,40e318fc,3f11a9fc,3f800000,1000,3f800000,1000,132416,125
6180,3f5493c9,3f0af5c3,407a5aee,3f3ae148,3f74f77a,957,3f74e000,957,135915,129
6181,bfa7620f,be8a3a2a,3fd27bb3,3e9c28f6,00000000,0,00000000,0,135624,129
6182,3f0f4491,3f8e9097,c0ff54ca,3f5b645a,3f800000,1000,3f800000,1000,134749,128
6183,40330942,3fbe7176,bf68fc50,3f0d4fdf,3f800000,1000,3f800000,1000,146999,140
6184,bfd6cb53,3ea9c0ec,40919653,3f547ae1,00000000,0,00000000,0,137374,130
6185,3e639d5e,3f15b7e9,401ae632,3e92f1aa,3edb527d,428,3edb4000,428,134457,127
6186,bd8f1d3f,be06425b,40c4f34d,3f1a9fbe,00000000,0,00000000,0,135915,128
6187,bfe67818,be9547ae,40503958,3f00c49c,00000000,0,00000000,0,135041,128
6188,3e230553,3f9569ad,bfb243fe,3f789375,3f800000,1000,3f800000,1000,134749,127
6189,bfc46349,bd15f6fd,c07f3b64,3ed9999a,3c5844ec,13,3c5d6000,14,134749,127
6190,3e4917d7,3ea3b4a2,40d8bb99,3f020c4a,00000000,0,00000000,0,135040,128
6191,3ea060fe,3f4dc28f,40d7e910,3f0ccccd,00000000,0,00000000,0,134458,127
6192,c052075f,bf034bc7,c1040481,3f0b4396,00000000,0,00000000,0,134748,127
6193,bf286595,3f912fec,c0862eb2,3f408312,3f800000,1000,3f800000,1000,135915,129
6194,3f79ccb8,3f61d220,406ac56d,3ef126e9,3f800000,1000,3f800000,1000,136207,129
6195,bf12641b,3f48ea4b,c0315b57,3f1645a2,3f7f78e7,998,3f7f8000,998,135915,128
6196,bf1379fb,3f075f70,c0058fc5,3ee872b0,3f210108,629,3f210000,629,136790,130
6197,bf6c447c,3f4778d5,c026ab36,3d48b439,3f3bc458,733,3f3bc000,733,135916,130
6198,3fa08073,3f0bff2e,bfc1a36e,3e981062,3f800000,1000,3f800000,1000,134749,128
6199,3f9d1633,3fcd0be1,40930553,3f5c28f6,3f800000,1000,3f800000,1000,134165,127
6200,c0205532,be6b851f,402e5e35,3f2872b0,00000000,0,00000000,0,135040,128
6201,3e90ff97,be51d7dc,c10d9b3d,3f083127,3f800000,1000,3f800000,1000,135624,129
6202,bfc4f80e,bdaad42c,c098a234,3e8e5604,3e0c3dae,137,3e0c6000,137,135623,128
6203,bf57b741,bcd25461,40c1f213,3f25e354,00000000,0,00000000,0,134165,127
6204,bf413a93,3f17126f,41093a2a,3ebd70a4,00000000,0,00000000,0,138249,131
6205,3fd0efdd,3f946944,3e591687,3e439581,3f800000,1000,3f800000,1000,133291,127
6206,bf3b6d87,bf18e48f,c05b404f,3de978d5,3e905ee7,282,3e908000,282,135332,128
6207,3ea2f838,3e715810,408519ce,3db645a2,00000000,0,00000000,0,136499,130
6208,3ee2aed1,3f06a71e,40b1295f,3e89374c,3dcb3213,99,3dca4000,99,134457,128
6209,3fd7f972,3fbbc91d,40b2a3d7,3f753f7d,3f800000,1000,3f800000,1000,133873,127
6210,bf982b41,be4ef9db,be560419,3f3d2f1b,00000000,0,00000000,0,132415,126
6211,3f9aa844,3ec8068e,bf30346e,3b83126f,3f800000,1000,3f800000,1000,133582,127
6212,bf99ef74,bf32fec5,bff38866,3e322d0e,00000000,0,00000000,0,134166,127
6213,3fe3ab22,3fa23c9f,c03eacda,3d3851ec,3f800000,1000,3f800000,1000,133290,126
6214,be8b7fe1,3f88ef9e,40f4d917,3f29fbe7,00000000,0,00000000,0,132707,126
6215,bf94cb7d,3ef39581,408272b0,3f13f7cf,00000000,0,00000000,0,132416,125
6216,3ea39043,bf098e22,410ff141,3eff7cee,00000000,0,00000000,0,132999,126
6217,3f5b3bb8,3f4123a3,c0b3bf48,3c8b4396,3f800000,1000,3f800000,1000,133291,127
6218,bf6a0cf2,3e964a8c,bf896f00,3e10624e,3d0cfbb4,34,3d0ce000,34,134748,128
6219,3f2c9afe,3f0ea57a,3f925461,3f71eb85,3f800000,1000,3f800000,1000,136791,130
6220,bd956c0d,3e277660,c0de3afb,3e53f7cf,3f800000,1000,3f800000,1000,136790,129
6221,bfb5e93a,3f2b82aa,c0dc8a72,3e6872b0,3f800000,1000,3f800000,1000,134748,127
6222,bf3631f9,bdf779a7,3f7631f9,3f3f7cee,00000000,0,00000000,0,136207,129
6223,c023e426,bf2c6a7f,c0fad6a1,3c54fdf4,3e1b82c2,152,3e1c4000,153,135040,128
6224,bfa9d7dc,bcd8adac,3f7f4f0e,3f3d70a4,00000000,0,00000000,0,135916,128
6225,3fc84428,3f1150b1,c11070a4,3e86a7f0,3f800000,1000,3f800000,1000,133874,127
6226,bf0ee782,3f73e354,40105048,3f7851ec,3e942fbc,289,3e940000,289,135915,128
6227,bf2aacda,bf35db23,40d23afb,3ec72b02,00000000,0,00000000,0,134457,127
6228,beae8534,3eb7e426,c0945604,3e5e353f,3f800000,1000,3f800000,1000,135332,128
6229,3f04b33e,be1a2d0e,4102872b,3e1cac08,00000000,0,00000000,0,132998,126
6230,c00c3f92,bf1f6fd2,c0fc2f83,3f3e76c9,3ed5a252,417,3ed5a000,417,135040,128
6231,40199f2c,3f4fc0ec,c0ba809d,3eac8b44,3f800000,1000,3f800000,1000,134166,126
6232,4038c448,3fa72f83,410831f9,3f628f5c,3f800000,1000,3f800000,1000,137666,130
6233,bf9fbd27,3f14809d,c00fd70a,3f2ac083,3ec758b7,389,3ec76000,389,130666,123
6234,bf8bb83d,3f572d77,4118374c,3ed91687,00000000,0,00000000,0,136207,130
6235,3f8d696e,3de9ce07,c0126e98,3e6978d5,3f800000,1000,3f800000,1000,135624,128
6236,3f75c28f,3de95810,3f1a0903,3f322d0e,3f800000,1000,3f800000,1000,135332,128
6237,3e925edd,3f88902e,406fa0f9,3f29374c,3f3e76a6,744,3f3e8000,744,135041,127
6238,3f45119d,3df30be1,bf22eb1c,3f1ae148,3f800000,1000,3f800000,1000,135332,128
6239,3e96f7e4,be3f5c29,bebdcc64,3e6147ae,3efbed32,492,3efbe000,492,135915,128
6240,3f24299e,3fa268dc,4106e282,3e70a3d7,3f006a97,502,3f002000,500,133874,127
6241,c01e6666,bf3a816f,411d9a02,3f1ef9db,00000000,0,00000000,0,135332,128
6242,4016670e,3f69d567,c0c3367a,3f2978d5,3f800000,1000,3f800000,1000,135040,128
6243,c013482c,be12511a,c10b5aee,3f581062,3f05816b,522,3f05c000,522,134748,128
6244,bfa5bc02,3f28075f,c0b7afb8,3e9b22d1,3f800000,1000,3f800000,1000,135332,128
6245,3ed5c7ce,3f01be77,3fa0cb29,3be56042,3f4b23f1,794,3f4b2000,793,136207,129
6246,c0100000,bd8af4f1,bfede00d,3e75c28f,00000000,0,00000000,0,135915,128
6247,bf57e671,3f5f8a09,40a52bd4,3d83126f,00000000,0,00000000,0,131249,125
6248,3f5d1cc1,3f2629c7,c0e0cccd,3eb7ced9,3f800000,1000,3f800000,1000,275331,269
6249,3fee5365,3fc23405,40be88ce,3f70624e,3f800000,1000,3f800000,1000,271539,264
6250,bf954174,beee809d,3ecd0e56,3ed47ae1,00000000,0,00000000,0,268039,262
6251,bfdd1633,3df9374c,3e974bc7,3ddd2f1b,00000000,0,00000000,0,268039,262
6252,3f9a4f22,3fa7d773,c0356042,3e50e560,3f800000,1000,3f800000,1000,270955,264
6253,bfafa1a1,3f2edd2f,c0a61965,3c54fdf4,3f6261c3,884,3f628000,885,271248,264
6254,be59be4d,3f96c0ec,c11ba787,3f656042,3f800000,1000,3f800000,1000,267165,260
6255,bfcd10f5,bf3d8866,c0e5652c,3f0624dd,3f0fcc19,562,3f0fc000,562,266289,259
6256,3e8bb1af,3f95c9ef,c0d19653,3ea7ef9e,3f800000,1000,3f800000,1000,275914,269
6257,4046dd05,3fb75f07,4039758e,3f7ef9db,3f800000,1000,3f800000,1000,277081,270
6258,bf80cfc0,bf3c0b78,c057c9ef,3f7df3b6,3e64495a,223,3e64a000,223,276206,269
6259,bdf2da12,3edb5c29,410923a3,3bc49ba6,00000000,0,00000000,0,277664,271
6260,3f280496,3e27559b,bfcdcfab,3f547ae1,3f800000,1000,3f800000,1000,278830,272
6261,bf6573eb,3f2c680a,c0558e22,3f472b02,3f5b3c64,856,3f5b2000,856,279122,272
6262,3fcbcbe6,3f485aee,40b3afb8,3ec8b439,3f800000,1000,3f800000,1000,277664,272
6263,bea4a0e4,be6e52bd,3f78ef35,3f578d50,00000000,0,00000000,0,277664,270
6264,3fd13be2,3ef3b7e9,3e76ae7d,3f1f3b64,3f800000,1000,3f800000,1000,349122,341
6265,bf6c1e79,bf1aa64c,c1016b51,3f53b646,3f800000,1000,3f800000,1000,284664,277
